country,food_category,consumption,co2_emission                         
Maldives,nuts,15.83,28.02                                              
Cyprus,pork,38.379999999999995,135.85000000000002                      
Cyprus,poultry,24.45,26.259999999999998                                
Cyprus,beef,5.79,178.67                                                
Cyprus,lamb_goat,5.05,176.85000000000002                               
Cyprus,fish,14.860000000000001,23.73                                   
Cyprus,eggs,8.98,8.25                                                  
Cyprus,dairy,113.31,161.4                                              
Cyprus,wheat,83.25,15.88                                               
Cyprus,rice,4.94,6.319999999999999                                     
Cyprus,soybeans,0.04,0.02                                              
Cyprus,nuts,4.6,8.139999999999999                                      
Serbia,pork,32.04,113.41000000000001                                   
Serbia,poultry,10.639999999999999,11.43                                
Serbia,beef,7.05,217.55                                                
Serbia,lamb_goat,3.56,124.66999999999999                               
Serbia,fish,5.59,8.93                                                  
Serbia,eggs,8.89,8.17                                                  
Serbia,dairy,148.53,211.57                                             
Serbia,wheat,105.88,20.19                                              
Serbia,rice,1.22,1.56                                                  
Serbia,soybeans,0,0                                                    
Serbia,nuts,3.3099999999999996,5.859999999999999                       
United Arab Emirates,pork,0,0                                          
United Arab Emirates,poultry,41.04,44.09                               
United Arab Emirates,beef,5.64,174.04                                  
United Arab Emirates,lamb_goat,9.08,317.97999999999996                 
United Arab Emirates,fish,20.41,32.59                                  
United Arab Emirates,eggs,8.229999999999999,7.56                       
United Arab Emirates,dairy,132.66,188.96                               
United Arab Emirates,wheat,101.29,19.32                                
United Arab Emirates,rice,56.25,71.98                                  
United Arab Emirates,soybeans,0.08,0.04                                
United Arab Emirates,nuts,23.03,40.760000000000005                     
Algeria,pork,0,0                                                       
Algeria,poultry,7.42,7.970000000000001                                 
Algeria,beef,5.6,172.8                                                 
Algeria,lamb_goat,7.6899999999999995,269.3                             
Algeria,fish,3.74,5.970000000000001                                    
Algeria,eggs,8.06,7.4                                                  
Algeria,dairy,141.53,201.6                                             
Algeria,wheat,185.42000000000002,35.36                                 
Algeria,rice,2.9699999999999998,3.8                                    
Algeria,soybeans,0,0                                                   
Algeria,nuts,2.08,3.68                                                 
Ukraine,pork,20.56,72.77                                               
Ukraine,poultry,24.23,26.03                                            
Ukraine,beef,8.96,276.48999999999995                                   
Ukraine,lamb_goat,0.41000000000000003,14.360000000000001               
Ukraine,fish,15.229999999999999,24.32                                  
Ukraine,eggs,18.01,16.54                                               
Ukraine,dairy,145.03,206.58                                            
Ukraine,wheat,105.14999999999999,20.05                                 
Ukraine,rice,3,3.84                                                    
Ukraine,soybeans,0.02,0.01                                             
Ukraine,nuts,2.68,4.74                                                 
Pakistan,pork,0,0                                                      
Pakistan,poultry,5.01,5.38                                             
Pakistan,beef,8.82,272.17                                              
Pakistan,lamb_goat,2.46,86.14999999999999                              
Pakistan,fish,1.87,2.9899999999999998                                  
Pakistan,eggs,2.9499999999999997,2.71                                  
Pakistan,dairy,183.13,260.85                                           
Pakistan,wheat,113.63,21.67                                            
Pakistan,rice,12.25,15.68                                              
Pakistan,soybeans,0,0                                                  
Pakistan,nuts,0.8300000000000001,1.47                                  
Swaziland,pork,2.4299999999999997,8.6                                  
Swaziland,poultry,6.18,6.64                                            
Swaziland,beef,15.1,465.95                                             
Swaziland,lamb_goat,1.94,67.94000000000001                             
Swaziland,fish,1.26,2.01                                               
Swaziland,eggs,1.5,1.3800000000000001                                  
Swaziland,dairy,56.6,80.61999999999999                                 
Swaziland,wheat,37.15,7.08                                             
Swaziland,rice,21.150000000000002,27.07                                
Swaziland,soybeans,0.55,0.25                                           
Swaziland,nuts,6.44,11.4                                               
Latvia,pork,34.96,123.74000000000001                                   
Latvia,poultry,20.53,22.05                                             
Latvia,beef,5.109999999999999,157.68                                   
Latvia,lamb_goat,0.33999999999999997,11.91                             
Latvia,fish,21.3,34.01                                                 
Latvia,eggs,14.03,12.89                                                
Latvia,dairy,174.10999999999999,248                                    
Latvia,wheat,72.13,13.76                                               
Latvia,rice,2.21,2.8299999999999996                                    
Latvia,soybeans,0.04,0.02                                              
Latvia,nuts,3.7800000000000002,6.6899999999999995                      
Bosnia and Herzegovina,pork,9.38,33.2                                  
Bosnia and Herzegovina,poultry,13.17,14.15                             
Bosnia and Herzegovina,beef,9.12,281.41999999999996                    
Bosnia and Herzegovina,lamb_goat,0.47000000000000003,16.459999999999997
Bosnia and Herzegovina,fish,4.06,6.48                                  
Bosnia and Herzegovina,eggs,4.49,4.119999999999999                     
Bosnia and Herzegovina,dairy,174.03,247.89000000000001                 
Bosnia and Herzegovina,wheat,93.56,17.84                               
Bosnia and Herzegovina,rice,1.8800000000000001,2.4099999999999997      
Bosnia and Herzegovina,soybeans,1.48,0.6699999999999999                
Bosnia and Herzegovina,nuts,2,3.54                                     
Fiji,pork,4.31,15.26                                                   
Fiji,poultry,20.259999999999998,21.759999999999998                     
Fiji,beef,8.96,276.48999999999995                                      
Fiji,lamb_goat,5.9,206.62                                              
Fiji,fish,35.01,55.9                                                   
Fiji,eggs,6.44,5.92                                                    
Fiji,dairy,40.2,57.260000000000005                                     
Fiji,wheat,84.22,16.06                                                 
Fiji,rice,45.620000000000005,58.379999999999995                        
Fiji,soybeans,0.3,0.14                                                 
Fiji,nuts,1.3,2.3                                                      
South Korea,pork,32.760000000000005,115.95                             
South Korea,poultry,16,17.19                                           
South Korea,beef,14.53,448.37                                          
South Korea,lamb_goat,0.14,4.9                                         
South Korea,fish,33.09,52.83                                           
South Korea,eggs,11.239999999999998,10.33                              
South Korea,dairy,29.05,41.379999999999995                             
South Korea,wheat,50.839999999999996,9.7                               
South Korea,rice,85.17999999999999,109                                 
South Korea,soybeans,8.350000000000001,3.7600000000000002              
South Korea,nuts,4.88,8.639999999999999                                
Poland,pork,46.190000000000005,163.49                                  
Poland,poultry,27.41,29.439999999999998                                
Poland,beef,2.32,71.59                                                 
Poland,lamb_goat,0.02,0.7                                              
Poland,fish,10.49,16.75                                                
Poland,eggs,7.53,6.92                                                  
Poland,dairy,205.39000000000001,292.56                                 
Poland,wheat,108.83,20.75                                              
Poland,rice,0.9500000000000001,1.22                                    
Poland,soybeans,0.06,0.03                                              
Poland,nuts,2.23,3.9499999999999997                                    
Saudi Arabia,pork,0,0                                                  
Saudi Arabia,poultry,49.05,52.690000000000005                          
Saudi Arabia,beef,6.45,199.03                                          
Saudi Arabia,lamb_goat,6.54,229.03                                     
Saudi Arabia,fish,11.99,19.14                                          
Saudi Arabia,eggs,5.37,4.930000000000001                               
Saudi Arabia,dairy,83.64999999999999,119.14999999999999                
Saudi Arabia,wheat,89.47,17.06                                         
Saudi Arabia,rice,36.02,46.09                                          
Saudi Arabia,soybeans,0.05,0.02                                        
Saudi Arabia,nuts,3.23,5.72                                            
Botswana,pork,0.74,2.62                                                
Botswana,poultry,5.33,5.73                                             
Botswana,beef,7.85,242.23                                              
Botswana,lamb_goat,3.7600000000000002,131.67                           
Botswana,fish,3.98,6.35                                                
Botswana,eggs,1.95,1.79                                                
Botswana,dairy,117.74000000000001,167.70999999999998                   
Botswana,wheat,38.2,7.28                                               
Botswana,rice,7.06,9.03                                                
Botswana,soybeans,1.1600000000000001,0.52                              
Botswana,nuts,1.08,1.91                                                
Macedonia,pork,10.350000000000001,36.63                                
Macedonia,poultry,18.77,20.16                                          
Macedonia,beef,7.6899999999999995,237.3                                
Macedonia,lamb_goat,0.9400000000000001,32.92                           
Macedonia,fish,5.470000000000001,8.729999999999999                     
Macedonia,eggs,6.38,5.859999999999999                                  
Macedonia,dairy,157.93,224.96                                          
Macedonia,wheat,104.8,19.99                                            
Macedonia,rice,2.8099999999999996,3.6                                  
Macedonia,soybeans,0.46,0.21000000000000002                            
Macedonia,nuts,5.87,10.39                                              
Hungary,pork,34.93,123.63                                              
Hungary,poultry,23.779999999999998,25.54                               
Hungary,beef,4.96,153.06                                               
Hungary,lamb_goat,0.11,3.8499999999999996                              
Hungary,fish,4.930000000000001,7.87                                    
Hungary,eggs,12.450000000000001,11.44                                  
Hungary,dairy,159.05,226.55                                            
Hungary,wheat,109.98,20.97                                             
Hungary,rice,2.15,2.75                                                 
Hungary,soybeans,0.01,0                                                
Hungary,nuts,0.64,1.1300000000000001                                   
Trinidad and Tobago,pork,8.92,31.57                                    
Trinidad and Tobago,poultry,58.27,62.59                                
Trinidad and Tobago,beef,6.13,189.16                                   
Trinidad and Tobago,lamb_goat,2.79,97.71000000000001                   
Trinidad and Tobago,fish,20.54,32.8                                    
Trinidad and Tobago,eggs,4.2,3.86                                      
Trinidad and Tobago,dairy,103.8,147.85000000000002                     
Trinidad and Tobago,wheat,90.16999999999999,17.2                       
Trinidad and Tobago,rice,16.38,20.959999999999997                      
Trinidad and Tobago,soybeans,0.04,0.02                                 
Trinidad and Tobago,nuts,3.7800000000000002,6.6899999999999995         
Tunisia,pork,0,0                                                       
Tunisia,poultry,18.5,19.87                                             
Tunisia,beef,5.53,170.64                                               
Tunisia,lamb_goat,5.34,187.01                                          
Tunisia,fish,12.629999999999999,20.17                                  
Tunisia,eggs,7.67,7.05                                                 
Tunisia,dairy,114.47,163.05                                            
Tunisia,wheat,197.5,37.660000000000004                                 
Tunisia,rice,1.07,1.37                                                 
Tunisia,soybeans,1.8800000000000001,0.8500000000000001                 
Tunisia,nuts,6.34,11.219999999999999                                   
Egypt,pork,0.02,0.07                                                   
Egypt,poultry,14.43,15.5                                               
Egypt,beef,12.88,397.45                                                
Egypt,lamb_goat,1.58,55.33                                             
Egypt,fish,21.459999999999997,34.260000000000005                       
Egypt,eggs,4.59,4.22                                                   
Egypt,dairy,59.46,84.69                                                
Egypt,wheat,146.83,28                                                  
Egypt,rice,39.77,50.89                                                 
Egypt,soybeans,0.64,0.29000000000000004                                
Egypt,nuts,1.82,3.22                                                   
Mauritius,pork,4.08,14.44                                              
Mauritius,poultry,38.51,41.37                                          
Mauritius,beef,5.99,184.84                                             
Mauritius,lamb_goat,4.08,142.88000000000002                            
Mauritius,fish,19.66,31.39                                             
Mauritius,eggs,6.319999999999999,5.81                                  
Mauritius,dairy,117.27,167.04                                          
Mauritius,wheat,114.02,21.74                                           
Mauritius,rice,45.56,58.3                                              
Mauritius,soybeans,0.3,0.14                                            
Mauritius,nuts,2.3299999999999996,4.119999999999999                    
Bulgaria,pork,26.259999999999998,92.95                                 
Bulgaria,poultry,20.68,22.21                                           
Bulgaria,beef,3.84,118.49000000000001                                  
Bulgaria,lamb_goat,1.6300000000000001,57.08                            
Bulgaria,fish,6.24,9.96                                                
Bulgaria,eggs,8.360000000000001,7.68                                   
Bulgaria,dairy,155.70999999999998,221.79                               
Bulgaria,wheat,121.16999999999999,23.110000000000003                   
Bulgaria,rice,2.24,2.8699999999999997                                  
Bulgaria,soybeans,0.04,0.02                                            
Bulgaria,nuts,2.2600000000000002,4                                     
Morocco,pork,0.01,0.04                                                 
Morocco,poultry,20.77,22.310000000000002                               
Morocco,beef,8.04,248.1                                                
Morocco,lamb_goat,4.359999999999999,152.69                             
Morocco,fish,17.439999999999998,27.85                                  
Morocco,eggs,6.68,6.14                                                 
Morocco,dairy,54.68,77.89                                              
Morocco,wheat,179.7,34.27                                              
Morocco,rice,1.1,1.41                                                  
Morocco,soybeans,0,0                                                   
Morocco,nuts,3.23,5.72                                                 
Slovakia,pork,31.779999999999998,112.49000000000001                    
Slovakia,poultry,15.129999999999999,16.25                              
Slovakia,beef,5.1899999999999995,160.15                                
Slovakia,lamb_goat,0.16,5.6                                            
Slovakia,fish,8.39,13.4                                                
Slovakia,eggs,16.05,14.739999999999998                                 
Slovakia,dairy,143.14,203.89000000000001                               
Slovakia,wheat,123.61999999999999,23.57                                
Slovakia,rice,2.88,3.69                                                
Slovakia,soybeans,0.02,0.01                                            
Slovakia,nuts,3.7,6.55                                                 
Niger,pork,0.09,0.32                                                   
Niger,poultry,1.08,1.1600000000000001                                  
Niger,beef,8.97,276.8                                                  
Niger,lamb_goat,4.17,146.03                                            
Niger,fish,2.7,4.31                                                    
Niger,eggs,0.3,0.28                                                    
Niger,dairy,58.92,83.93                                                
Niger,wheat,4.79,0.91                                                  
Niger,rice,13.17,16.85                                                 
Niger,soybeans,0,0                                                     
Niger,nuts,6.95,12.3                                                   
Kenya,pork,0.29000000000000004,1.03                                    
Kenya,poultry,0.47000000000000003,0.5                                  
Kenya,beef,9.54,294.38                                                 
Kenya,lamb_goat,1.86,65.14                                             
Kenya,fish,4.2700000000000005,6.819999999999999                        
Kenya,eggs,1.84,1.6900000000000002                                     
Kenya,dairy,94.86,135.12                                               
Kenya,wheat,34.65,6.609999999999999                                    
Kenya,rice,12.94,16.56                                                 
Kenya,soybeans,0.2,0.09                                                
Kenya,nuts,1.6400000000000001,2.9                                      
Jordan,pork,0.02,0.07                                                  
Jordan,poultry,33.39,35.87                                             
Jordan,beef,5.609999999999999,173.10999999999999                       
Jordan,lamb_goat,5.68,198.91                                           
Jordan,fish,5.13,8.19                                                  
Jordan,eggs,3.92,3.6                                                   
Jordan,dairy,77.67999999999999,110.64999999999999                      
Jordan,wheat,136.73999999999998,26.08                                  
Jordan,rice,19.67,25.17                                                
Jordan,soybeans,0.02,0.01                                              
Jordan,nuts,3.56,6.3                                                   
Japan,pork,20.62,72.98                                                 
Japan,poultry,19.419999999999998,20.86                                 
Japan,beef,9.15,282.35                                                 
Japan,lamb_goat,0.14,4.9                                               
Japan,fish,31.1,49.660000000000004                                     
Japan,eggs,19.150000000000002,17.59                                    
Japan,dairy,72.06,102.64                                               
Japan,wheat,45.04,8.59                                                 
Japan,rice,59.849999999999994,76.59                                    
Japan,soybeans,7.34,3.3                                                
Japan,nuts,2.59,4.58                                                   
Georgia,pork,8.93,31.610000000000003                                   
Georgia,poultry,12.28,13.19                                            
Georgia,beef,6.04,186.38000000000002                                   
Georgia,lamb_goat,0.63,22.06                                           
Georgia,fish,10.42,16.64                                               
Georgia,eggs,6.119999999999999,5.619999999999999                       
Georgia,dairy,149.26,212.60999999999999                                
Georgia,wheat,163.43,31.17                                             
Georgia,rice,2.64,3.38                                                 
Georgia,soybeans,0,0                                                   
Georgia,nuts,2.4699999999999998,4.37                                   
Grenada,pork,11.52,40.78                                               
Grenada,poultry,43.51,46.74                                            
Grenada,beef,3.46,106.77                                               
Grenada,lamb_goat,1.25,43.77                                           
Grenada,fish,27.95,44.63                                               
Grenada,eggs,10.34,9.5                                                 
Grenada,dairy,86.88,123.75                                             
Grenada,wheat,59.59,11.360000000000001                                 
Grenada,rice,9.56,12.229999999999999                                   
Grenada,soybeans,0.01,0                                                
Grenada,nuts,0.18,0.32                                                 
El Salvador,pork,3.23,11.43                                            
El Salvador,poultry,19.84,21.310000000000002                           
El Salvador,beef,5.95,183.6                                            
El Salvador,lamb_goat,0.02,0.7                                         
El Salvador,fish,6.25,9.98                                             
El Salvador,eggs,9.51,8.739999999999998                                
El Salvador,dairy,124.34,177.10999999999999                            
El Salvador,wheat,28.19,5.38                                           
El Salvador,rice,10.53,13.48                                           
El Salvador,soybeans,0.8,0.36                                          
El Salvador,nuts,1.1,1.95                                              
Cuba,pork,19.82,70.14999999999999                                      
Cuba,poultry,20.150000000000002,21.650000000000002                     
Cuba,beef,6.39,197.18                                                  
Cuba,lamb_goat,1.24,43.42                                              
Cuba,fish,4.76,7.6                                                     
Cuba,eggs,9.82,9.02                                                    
Cuba,dairy,99.94000000000001,142.35000000000002                        
Cuba,wheat,54.620000000000005,10.42                                    
Cuba,rice,67.7,86.64                                                   
Cuba,soybeans,6.34,2.8499999999999996                                  
Cuba,nuts,0.23,0.41000000000000003                                     
China,pork,38.43,136.02                                                
China,poultry,13.2,14.18                                               
China,beef,5.119999999999999,157.99                                    
China,lamb_goat,3.13,109.61                                            
China,fish,21.01,33.55                                                 
China,eggs,18.759999999999998,17.23                                    
China,dairy,32.660000000000004,46.52                                   
China,wheat,63.36,12.08                                                
China,rice,78.17999999999999,100.05                                    
China,soybeans,3.66,1.6500000000000001                                 
China,nuts,6.39,11.31                                                  
Honduras,pork,6.48,22.939999999999998                                  
Honduras,poultry,20.29,21.8                                            
Honduras,beef,7.1899999999999995,221.87                                
Honduras,lamb_goat,0.04,1.4                                            
Honduras,fish,2.7,4.31                                                 
Honduras,eggs,5.1899999999999995,4.7700000000000005                    
Honduras,dairy,91.33,130.09                                            
Honduras,wheat,37.36,7.119999999999999                                 
Honduras,rice,14.42,18.45                                              
Honduras,soybeans,0.01,0                                               
Honduras,nuts,0.75,1.33                                                
Taiwan. ROC,pork,39.37,139.35000000000002                              
Taiwan. ROC,poultry,32.13,34.51                                        
Taiwan. ROC,beef,5.21,160.76999999999998                               
Taiwan. ROC,lamb_goat,0.92,32.220000000000006                          
Taiwan. ROC,fish,18.29,29.2                                            
Taiwan. ROC,eggs,13.08,12.02                                           
Taiwan. ROC,dairy,41.720000000000006,59.43                             
Taiwan. ROC,wheat,50.92,9.709999999999999                              
Taiwan. ROC,rice,45.849999999999994,58.67                              
Taiwan. ROC,soybeans,16.95,7.63                                        
Taiwan. ROC,nuts,9.06,16.04                                            
Angola,pork,8.89,31.47                                                 
Angola,poultry,17.330000000000002,18.62                                
Angola,beef,8.42,259.82                                                
Angola,lamb_goat,1.08,37.82                                            
Angola,fish,15.239999999999998,24.330000000000002                      
Angola,eggs,1.11,1.02                                                  
Angola,dairy,12.3,17.52                                                
Angola,wheat,40.720000000000006,7.7700000000000005                     
Angola,rice,8.12,10.39                                                 
Angola,soybeans,0.52,0.23                                              
Angola,nuts,2.2600000000000002,4                                       
Jamaica,pork,3.9899999999999998,14.12                                  
Jamaica,poultry,52.51,56.41                                            
Jamaica,beef,3.9699999999999998,122.51                                 
Jamaica,lamb_goat,1.26,44.13                                           
Jamaica,fish,21.95,35.05                                               
Jamaica,eggs,2.27,2.09                                                 
Jamaica,dairy,91.13,129.81                                             
Jamaica,wheat,70.66999999999999,13.48                                  
Jamaica,rice,23.45,30.01                                               
Jamaica,soybeans,0,0                                                   
Jamaica,nuts,1.82,3.22                                                 
Namibia,pork,4.21,14.9                                                 
Namibia,poultry,12.19,13.09                                            
Namibia,beef,3.75,115.72                                               
Namibia,lamb_goat,2.27,79.5                                            
Namibia,fish,10.7,17.08                                                
Namibia,eggs,1.6300000000000001,1.5                                    
Namibia,dairy,73.05,104.05                                             
Namibia,wheat,36.260000000000005,6.91                                  
Namibia,rice,6.31,8.07                                                 
Namibia,soybeans,0.07,0.03                                             
Namibia,nuts,0.71,1.26                                                 
Belize,pork,16.8,59.46                                                 
Belize,poultry,28.310000000000002,30.41                                
Belize,beef,4.859999999999999,149.97                                   
Belize,lamb_goat,0.14,4.9                                              
Belize,fish,7.57,12.09                                                 
Belize,eggs,4.85,4.46                                                  
Belize,dairy,80.3,114.38                                               
Belize,wheat,54.06,10.31                                               
Belize,rice,28.419999999999998,36.37                                   
Belize,soybeans,1.8800000000000001,0.8500000000000001                  
Belize,nuts,5.58,9.88                                                  
Malaysia,pork,7.76,27.47                                               
Malaysia,poultry,41.01,44.05                                           
Malaysia,beef,6.52,201.19                                              
Malaysia,lamb_goat,0.9400000000000001,32.92                            
Malaysia,fish,49.43,78.92                                              
Malaysia,eggs,16.57,15.219999999999999                                 
Malaysia,dairy,25.279999999999998,36.01                                
Malaysia,wheat,51.04,9.729999999999999                                 
Malaysia,rice,81.25,103.98                                             
Malaysia,soybeans,0.04,0.02                                            
Malaysia,nuts,2.9,5.13                                                 
Zimbabwe,pork,2.65,9.38                                                
Zimbabwe,poultry,4.970000000000001,5.34                                
Zimbabwe,beef,7.37,227.42000000000002                                  
Zimbabwe,lamb_goat,0.96,33.620000000000005                             
Zimbabwe,fish,2.8,4.470000000000001                                    
Zimbabwe,eggs,1.75,1.61                                                
Zimbabwe,dairy,31.9,45.44                                              
Zimbabwe,wheat,31.310000000000002,5.970000000000001                    
Zimbabwe,rice,10.09,12.91                                              
Zimbabwe,soybeans,0.54,0.24000000000000002                             
Zimbabwe,nuts,2.22,3.9299999999999997                                  
Guatemala,pork,4.85,17.17                                              
Guatemala,poultry,16.45,17.67                                          
Guatemala,beef,5.6,172.8                                               
Guatemala,lamb_goat,0.23,8.05                                          
Guatemala,fish,1.08,1.72                                               
Guatemala,eggs,14.61,13.42                                             
Guatemala,dairy,46.6,66.38                                             
Guatemala,wheat,35.9,6.85                                              
Guatemala,rice,5.659999999999999,7.24                                  
Guatemala,soybeans,0.32,0.14                                           
Guatemala,nuts,2,3.54                                                  
Uganda,pork,3.3699999999999997,11.93                                   
Uganda,poultry,1.51,1.62                                               
Uganda,beef,5.1499999999999995,158.92000000000002                      
Uganda,lamb_goat,1.25,43.77                                            
Uganda,fish,12.5,19.959999999999997                                    
Uganda,eggs,0.97,0.89                                                  
Uganda,dairy,37.27,53.09                                               
Uganda,wheat,10.139999999999999,1.93                                   
Uganda,rice,4.64,5.94                                                  
Uganda,soybeans,0.01,0                                                 
Uganda,nuts,3.77,6.67                                                  
Nepal,pork,0.6699999999999999,2.3699999999999997                       
Nepal,poultry,1.56,1.6800000000000002                                  
Nepal,beef,7.89,243.47                                                 
Nepal,lamb_goat,2.1,73.54                                              
Nepal,fish,2.17,3.46                                                   
Nepal,eggs,1.42,1.3                                                    
Nepal,dairy,52.1,74.21000000000001                                     
Nepal,wheat,50.46,9.62                                                 
Nepal,rice,87.75,112.29                                                
Nepal,soybeans,0.01,0                                                  
Nepal,nuts,2.42,4.28                                                   
Iran,pork,0,0                                                          
Iran,poultry,25.38,27.259999999999998                                  
Iran,beef,3.58,110.47                                                  
Iran,lamb_goat,3.69,129.22                                             
Iran,fish,9.8,15.65                                                    
Iran,eggs,7.7,7.07                                                     
Iran,dairy,46.690000000000005,66.51                                    
Iran,wheat,153.31,29.24                                                
Iran,rice,29.95,38.33                                                  
Iran,soybeans,0,0                                                      
Iran,nuts,12.16,21.52                                                  
Tanzania,pork,0.32,1.1300000000000001                                  
Tanzania,poultry,1.84,1.98                                             
Tanzania,beef,6.09,187.92000000000002                                  
Tanzania,lamb_goat,1.28,44.83                                          
Tanzania,fish,5.5,8.78                                                 
Tanzania,eggs,0.58,0.53                                                
Tanzania,dairy,40.290000000000006,57.39                                
Tanzania,wheat,15.94,3.04                                              
Tanzania,rice,21.01,26.89                                              
Tanzania,soybeans,0.04,0.02                                            
Tanzania,nuts,5.94,10.51                                               
Senegal,pork,0.9400000000000001,3.3299999999999996                     
Senegal,poultry,4.619999999999999,4.96                                 
Senegal,beef,5.85,180.52                                               
Senegal,lamb_goat,3.19,111.71000000000001                              
Senegal,fish,22.939999999999998,36.63                                  
Senegal,eggs,1.6300000000000001,1.5                                    
Senegal,dairy,16.86,24.02                                              
Senegal,wheat,37.32,7.119999999999999                                  
Senegal,rice,72.29,92.51                                               
Senegal,soybeans,0,0                                                   
Senegal,nuts,4.03,7.13                                                 
Peru,pork,3.8499999999999996,13.629999999999999                        
Peru,poultry,11.719999999999999,12.59                                  
Peru,beef,4.6899999999999995,144.72                                    
Peru,lamb_goat,1,35.02                                                 
Peru,fish,15.739999999999998,25.130000000000003                        
Peru,eggs,8.76,8.05                                                    
Peru,dairy,62.15,88.53                                                 
Peru,wheat,56.120000000000005,10.7                                     
Peru,rice,48.92,62.6                                                   
Peru,soybeans,1.59,0.72                                                
Peru,nuts,0.65,1.1500000000000001                                      
Nicaragua,pork,3.38,11.96                                              
Nicaragua,poultry,21.310000000000002,22.89                             
Nicaragua,beef,4.73,145.96                                             
Nicaragua,lamb_goat,0.01,0.35                                          
Nicaragua,fish,3.59,5.73                                               
Nicaragua,eggs,4.9,4.5                                                 
Nicaragua,dairy,85.16,121.3                                            
Nicaragua,wheat,28.17,5.37                                             
Nicaragua,rice,43.33,55.449999999999996                                
Nicaragua,soybeans,0.01,0                                              
Nicaragua,nuts,2.36,4.18                                               
Vietnam,pork,35,123.88                                                 
Vietnam,poultry,12.360000000000001,13.28                               
Vietnam,beef,7.44,229.58                                               
Vietnam,lamb_goat,0.14,4.9                                             
Vietnam,fish,26.52,42.339999999999996                                  
Vietnam,eggs,3.84,3.53                                                 
Vietnam,dairy,16.36,23.3                                               
Vietnam,wheat,10.49,2                                                  
Vietnam,rice,144.56,184.99                                             
Vietnam,soybeans,5.75,2.59                                             
Vietnam,nuts,6.28,11.12                                                
Ethiopia,pork,0.02,0.07                                                
Ethiopia,poultry,0.6599999999999999,0.71                               
Ethiopia,beef,3.61,111.4                                               
Ethiopia,lamb_goat,1.57,54.98                                          
Ethiopia,fish,0.24000000000000002,0.38                                 
Ethiopia,eggs,0.36,0.32999999999999996                                 
Ethiopia,dairy,44.14,62.87                                             
Ethiopia,wheat,31.259999999999998,5.96                                 
Ethiopia,rice,2.25,2.88                                                
Ethiopia,soybeans,0.45,0.2                                             
Ethiopia,nuts,1.21,2.14                                                
Myanmar,pork,11.31,40.03                                               
Myanmar,poultry,21.87,23.49                                            
Myanmar,beef,4.94,152.44                                               
Myanmar,lamb_goat,0.89,31.17                                           
Myanmar,fish,54.260000000000005,86.64                                  
Myanmar,eggs,6.45,5.92                                                 
Myanmar,dairy,31.479999999999997,44.839999999999996                    
Myanmar,wheat,6.22,1.1900000000000002                                  
Myanmar,rice,132.8,169.94                                              
Myanmar,soybeans,0.38,0.17                                             
Myanmar,nuts,4.5,7.970000000000001                                     
Congo,pork,2.3899999999999997,8.46                                     
Congo,poultry,13.02,13.99                                              
Congo,beef,4.35,134.23                                                 
Congo,lamb_goat,0.4,14.01                                              
Congo,fish,26.22,41.86                                                 
Congo,eggs,0.6,0.55                                                    
Congo,dairy,10.69,15.229999999999999                                   
Congo,wheat,40.07,7.64                                                 
Congo,rice,16.51,21.130000000000003                                    
Congo,soybeans,0,0                                                     
Congo,nuts,3.08,5.45                                                   
Zambia,pork,1.6600000000000001,5.88                                    
Zambia,poultry,3.29,3.53                                               
Zambia,beef,4.76,146.88000000000002                                    
Zambia,lamb_goat,0.6799999999999999,23.810000000000002                 
Zambia,fish,6.2,9.9                                                    
Zambia,eggs,3.32,3.05                                                  
Zambia,dairy,9.709999999999999,13.83                                   
Zambia,wheat,12.1,2.3099999999999996                                   
Zambia,rice,3.05,3.9                                                   
Zambia,soybeans,7.3,3.29                                               
Zambia,nuts,5.04,8.92                                                  
Cameroon,pork,1.47,5.2                                                 
Cameroon,poultry,3.29,3.53                                             
Cameroon,beef,4.17,128.68                                              
Cameroon,lamb_goat,1.4,49.03                                           
Cameroon,fish,14.709999999999999,23.49                                 
Cameroon,eggs,0.4,0.37                                                 
Cameroon,dairy,15.27,21.75                                             
Cameroon,wheat,22.6,4.31                                               
Cameroon,rice,23.85,30.52                                              
Cameroon,soybeans,0.64,0.29000000000000004                             
Cameroon,nuts,9.29,16.439999999999998                                  
Madagascar,pork,2.56,9.06                                              
Madagascar,poultry,3.14,3.3699999999999997                             
Madagascar,beef,7.51,231.73999999999998                                
Madagascar,lamb_goat,0.5700000000000001,19.959999999999997             
Madagascar,fish,4.41,7.04                                              
Madagascar,eggs,0.71,0.65                                              
Madagascar,dairy,24.84,35.379999999999995                              
Madagascar,wheat,9.01,1.72                                             
Madagascar,rice,102.53,131.20999999999998                              
Madagascar,soybeans,0,0                                                
Madagascar,nuts,0.35,0.62                                              
Malawi,pork,5.45,19.29                                                 
Malawi,poultry,1.3800000000000001,1.48                                 
Malawi,beef,2.3499999999999996,72.52                                   
Malawi,lamb_goat,2.07,72.49000000000001                                
Malawi,fish,7.33,11.7                                                  
Malawi,eggs,1.08,0.99                                                  
Malawi,dairy,7.98,11.370000000000001                                   
Malawi,wheat,11.77,2.24                                                
Malawi,rice,4.75,6.08                                                  
Malawi,soybeans,1.76,0.7899999999999999                                
Malawi,nuts,5.08,8.99                                                  
Guinea,pork,0.16,0.5700000000000001                                    
Guinea,poultry,1.83,1.97                                               
Guinea,beef,6.26,193.17                                                
Guinea,lamb_goat,1.6,56.03                                             
Guinea,fish,9.18,14.66                                                 
