"STATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00379423","2011-04-24",,,"57","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-25",,,"77","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-26",,,"64","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-27",,,"84","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-28",,,"84","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-29",,,"68","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-04-30",,,"75","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-01",,,"63","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-02",,,"63","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-03",,,"71","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-04",,,"71","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-05",,,"66","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-06",,,"59","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-07",,,"71","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-08",,,"72","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-09",,,"66","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-10",,,"70","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-11",,,"57","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-12",,,"63","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-13",,,"60","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-14",,,"73","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-15",,,"73","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-16",,,"67","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-17",,,"67","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-18",,,"54","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-19",,,"55","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-20",,,"66","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-21",,,"72","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-22",,,"75","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-23",,,"61","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-24",,,"67","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-25",,,"81","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-26",,,"79","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-27",,,"79","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-28",,,"89","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-29",,,"84","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-30",,,"84","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-05-31",,,"87","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-01",,,"86","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-02",,,"83","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-03",,,"76","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-04",,,"71","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-05",,,"72","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-06",,,"75","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-07",,,"80","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-08",,,"89","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-09",,,"92","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-10",,,"90","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-11",,,"83","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-12",,,"83","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-13",,,"59","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-14",,,"68","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-15",,,"65","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-16",,,"77","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-17",,,"87","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-18",,,"71","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-19",,,"83","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-20",,,"78","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-21",,,"81","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-22",,,"85","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-23",,,"72","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-24",,,"67","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-25",,,"64","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-26",,,"76","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-27",,,"81","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-28",,,"85","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-29",,,"84","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-06-30",,,"83","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-01",,,"81","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-02",,,"79","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-03",,,"83","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-04",,,"83","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-05",,,"87","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-06",,,"91","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-07",,,"90","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-08",,,"89","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-09",,,"77","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-10",,,"85","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-11",,,"84","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-12",,,"91","74",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-13",,,"91","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-14",,,"87","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-15",,,"76","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-16",,,"84","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-17",,,"88","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-18",,,"90","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-19",,,"88","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-20",,,"88","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-21",,,"89","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-22",,,"93","75",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-23",,,"101","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-24",,,"93","73",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-25",,,"83","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-26",,,"74","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-27",,,"84","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-28",,,"83","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-29",,,"83","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-30",,,"79","71",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-07-31",,,"88","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-01",,,"87","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-02",,,"91","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-03",,,"88","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-04",,,"82","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-05",,,"82","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-06",,,"82","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-07",,,"85","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-08",,,"81","71",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-09",,,"87","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-10",,,"84","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-11",,,"85","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-12",,,"81","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-13",,,"82","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-14",,,"83","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-15",,,"74","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-16",,,"70","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-17",,,"73","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-18",,,"85","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-19",,,"86","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-20",,,"86","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-21",,,"86","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-22",,,"85","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-23",,,"77","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-24",,,"78","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-25",,,"81","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-26",,,"86","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-27",,,"87","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-28",,,,,,,,,,,,,,,"    1",,,,,,,,,
"USC00379423","2011-08-29",,,"75","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-30",,,"71",,,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-08-31",,,"81","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-01",,,"85","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-02",,,"80","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-03",,,"78","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-04",,,"85","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-05",,,"83","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-06",,,"85","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-07",,,"64","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-08",,,"64","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-09",,,"65","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-10",,,"80","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-11",,,"78","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-12",,,"74","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-13",,,"82","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-14",,,"84","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-15",,,"85","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-16",,,"82","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-17",,,"65","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-18",,,"66","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-19",,,"67","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-20",,,"69","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-21",,,"66","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-22",,,"79","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-23",,,"76","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-24",,,"75","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-26",,,"84","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-27",,,"84","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-28",,,"82","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-29",,,"78","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-09-30",,,"76","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-01",,,"78","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-02",,,"73","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-03",,,"67","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-04",,,"67","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-05",,,"67","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-06",,,"68","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-07",,,"64","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-08",,,"64","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-09",,,"81",,,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-11",,,"84","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-12",,,"71","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-13",,,"61","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-14",,,"63","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-15",,,"71","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-16",,,"66","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-17",,,"65","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-18",,,"66","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-19",,,"70","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-20",,,"60","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-21",,,"71","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-22",,,"64","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-23",,,"63","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-24",,,"58","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-25",,,"62","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-26",,,"59","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-27",,,"52","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-28",,,"45","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-29",,,"47","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-30",,,"42","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-10-31",,,"46","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-01",,,"53","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-02",,,"54","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-03",,,"59","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-04",,,"64","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-05",,,"51","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-06",,,"51","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-07",,,"58","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-08",,,"65","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-09",,,"72","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-10",,,"70","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-11",,,"61","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-12",,,"51","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-13",,,"53","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-14",,,"64","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-15",,,"70","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-16",,,"69","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-17",,,"59","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-18",,,"50","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-19",,,"45","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-20",,,"55","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-21",,,"67","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-22",,,"52","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-23",,,"47","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-24",,,"46","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-25",,,"49","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-26",,,"63","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-27",,,"66","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-28",,,"59","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-29",,,"67","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-11-30",,,"67","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-01",,,"56","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-02",,,"50","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-03",,,"53","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-04",,,"47","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-05",,,"55","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-06",,,"63","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-07",,,"60","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-08",,,"56","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-09",,,"44","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-10",,,"52","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-11",,,"45","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-12",,,"40","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-13",,,"48","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-14",,,"47","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-15",,,"44","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-16",,,"54","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-17",,,"49","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-18",,,"43","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-19",,,"28","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-20",,,"45","18",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-21",,,"44","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-22",,,"58","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-23",,,"57","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-24",,,"45","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-25",,,"45","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-26",,,"41","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-27",,,"44","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-28",,,"57","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-29",,,"46","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-30",,,"33","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2011-12-31",,,"41","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-01",,,"40","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-02",,,"53","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-03",,,"44","22",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-04",,,"31","10",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-05",,,"29","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-06",,,"39","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-07",,,"52","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-08",,,"62","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-09",,,"45","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-10",,,"43","6",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-11",,,"47","14",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-12",,,"47","14",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-13",,,"42","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-14",,,"53","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-15",,,"35","3",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-16",,,"19","6",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-17",,,"36","9",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-18",,,"52","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-19",,,"38","12",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-20",,,"31","14",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-21",,,"31",,,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-22",,,"21","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-23",,,"31","13",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-24",,,"52","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-25",,,"58","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-26",,,"41","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-27",,,"41","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-28",,,"44","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-29",,,"48","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-30",,,"43","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-01-31",,,"40","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-01",,,"56","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-02",,,"61","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-03",,,"42","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-04",,,"41","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-05",,,"46","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-06",,,"39","22",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-07",,,"51","22",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-08",,,"46","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-09",,,"39","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-10",,,"48","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-11",,,"51","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-12",,,"38","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-13",,,"29","15",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-14",,,"44","22",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-15",,,"42","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-16",,,"45","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-17",,,"47","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-18",,,"52","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-19",,,"48","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-20",,,"48","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-21",,,"43","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-22",,,"44","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-23",,,"57","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-24",,,"56","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-25",,,"40","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-26",,,"44","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-27",,,"42","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-28",,,"51","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-02-29",,,"49","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-01",,,"39","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-02",,,"37","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-03",,,"36","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-04",,,"50","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-05",,,"43","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-06",,,"39","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-07",,,"43","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-08",,,"61","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-09",,,"67","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-10",,,"47","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-11",,,"45","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-12",,,"57","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-13",,,"74","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-14",,,"71","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-15",,,"68","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-16",,,"53","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-17",,,"46","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-18",,,"57","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-19",,,"74","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-20",,,"82","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-21",,,"80","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-22",,,"77","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-23",,,"82","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-24",,,"77","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-25",,,"77","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-26",,,"50","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-27",,,"51","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2012-03-28",,,"49","29",,,,,,,,,,,,,,,,,,,,
