review,sentiment
i don t think this is too bad of a show under the right conditions i tolerated the first season unfortunately this is a show about lawyers who aren t really lawyers god forbid anybody actually go to law school based on these shows which i had heard was the case when i watched some interviews of the show it just made me gag a bit that aside spader and shatner who are supposed to be the stars of the show are the most annoying while this might be a compliment in some situations it s certainly not here their constantly harassing the women on the show is funny at first but since that s what they re doing literally all the time i ve realized that this is as deep as the show is going to get trying to intersperse some serious dramatic and even tear jerking moments in the middle of this mockery of a real show fails to compensate for the progressive loss of interest i ve been experiencing trying to enjoy the show alan shore s flamboyant and gratuitous public service announcements where he spouts off his opinions do not impress denny crane is just annoying i was embarrassed for him and for the writers of the show for crane s speech wearing a colonial outfit i m giving two stars because there are moments where i thought the show s attempts to deal with some contemporary issues were done with care i think the show s writers became aware that the sexual harassment displayed by denny and alan was getting overbearing even to those who were more inviting of them from the start the thing is i don t care if the sexual harassment treatment in the show is done well but i just felt that the writer was insulting me with artificially implanting sexual banters all over the show in the hopes that my libido will keep me coming back for more i m not a teenager anymore and i think this show is promising if its goal wasn t to cater to the lowest common denominator to get ratings of course i m writing this after i realized that it s really not gonna get much better than this it s a shame because it s one of those shows i d love to love ,0
dresden had great expectations because of its spectacular theme and its high budget i was really looking forward to it and i really wanted it to be good but it is not the only good thing are the special effects that are very well done but like in a really bad hollywood blockbuster everything else is missing it is poorly written the screenplay tries to fulfill genre rules with standard suspense love story elements but there is no depth or originality at all it s way below average the next thing it is also poorly directed it has this uninteresting tv directing style with lots of close ups and wanna be great action by fast editing where actually no action or suspense is the actors are not bad but there is no performance that is touching in any way i don t know they obviously try to do a typical tv movie and not a film for the cinema where its alway good to have some edges and a clear visual style but why do they try to fulfill typical commercial hollywood rules it really feels like the screenwriter did a weekend class with some american scriptwriting guru and then delivered this mess is there no producer who is responsible for the project who has an interest in dramaturgy visual style or plain in simple this magical cinematic moments that make some tv movies great do they think that an tv audience is stupid and doesn t need to get a high quality movie experience the downfall was a very good example for a good tv movie but there was probably some executive or producer who knew what he was doing don t waste you time with this one rent downfall instead ,0
at first i was convinced that this was a made for tv movie that wasn t worthy of primetime but after a few minutes of dumb struck awe i realized that there was at least comic value in the over the top stunts and c movie acting this movie would have gotten a 1 if my wife and i hadn t laughed so hard as we watched it in wonder that the actors could keep a straight face it was like a less funny spy version of the big hit i laughed so much i actually bought the big hit dvd with even worse acting we were disappointed that nick chose to marry elena and not jim after all of the hugging and high fives a few rum and cokes will definitely help it go down easier ,0
i used to watch pufnstuf every weekend when i was about 10 it was on right after bay city rollers i saw it come on to family channel one day and taped it for my then three year old daughter i d forgotten all the things i d loved as a child the magic flute the zoom broom witcheepoo s makeup this show is decidedly low tech the mayor is surely a precedent to mayor mccheese and everyone is a stuffed creature with annoying googly eyes but kids love this stuff they would way way rather watch a guy work a sock puppet than sit in front of high tech computer animation there is mild slapstick but no adult themes such as sex or people dying and kids accept jimmy s schemes kids think it would be neat to carry a bag of smoke around and convince someone their house was on fire and i loved how every time my daughter saw a jet stream in the sky she thought witchypoo was flying overhead the music is old but you really get used to it and my daughter really loved it she used to sing different is hard different is lonely in the car my daughter watched this show at least once a day for about 5 months and it s still one of her favourites i see that a new pufnstuf 2000 is in the works i really hope they try to keep the old flavour and don t do anything like computer animating characters etc i think a whole new generation would love pufnstuf ,1
if you are viewing this show for the first time you may start wondering if you are in an alternate reality colorful and imaginative characters entertaining dialogue plots that seem to have some depth to them even creating atmospheres of suspense and drama at times i mean this is a syndicated children s show right this is the same venue that has brought kids such drek as pokemon pepper ann mighty morphin power rangers and vr troopers please note that three of the titles mentioned above are crass japanese exports courtesy of the fox network and saban entertainment don t worry you are just sampling some of the quality fare that was available to kids during the late 1980 s and early 1990 s some examples of this period would be transformers garfield and friends captain power and c o p s a cartoon not to be confused with the live action show on fox besides these prime examples disney also returned to syndicated programs for kids coming up with a lineup called the disney afternoon aside from a dumbed down show called the gummi bears early shows like darkwing duck duck tales and chip n dale s rescue rangers gave credence to the disney animation teams that were also turning out theatrical classics like the little mermaid beauty and the beast the rescuers down under and the great mouse detective but above all these wonders shines talespin the premiere of plunder and lightning was a two hour thrill ride and won an emmy much to my delight the rest of the episodes were up to par on the promise of the premiere while i enjoy the plots and dialogue i guess for me the greatest attraction are the characters there s rebecca cunningham an independent female but still fallible kit cloudkicker full of pre teen angst and optimism louie with his loyalty and support frank wildcat the most entertaining engineer since scotty on the original star trek molly cunningham cute and witty but with some depth that most child characters don t have and of course in the middle of it all there s baloo whom i would describe as a slobby version of james bond this is because whenever there s trouble baloo saves the day with the assistance of his sleeker than most fastest of all sea duck read james bond s aston martin of course every great show has to have great villains and talespin doesn t disappoint here either from the megalomania of businesstiger shere kahn to the vain and always failing air pirate don karnage to the hilarious and inept soviet satirized thembrians the animation is good the music appropriate and the episodes are for me the finest that children s programming has ever had to offer great fun for the whole family ,1
i don t see the point it s ponderous the animated people are creepy look up uncanny valley scenes go on and on and on for very little purpose the plot is skeletal and must be padded out with lots of meaningless dramatic screaming roller coaster rides as if disney or spielberg were planning an amusement park ride based on the movie most of the characters are annoying and unlikeable some of them keep showing up as if they will have something important to add to a climactic scene they don t they just vanish with no lasting impact somebody summed it up as if you don t believe in santa claus you ll be kidnapped on a train on christmas eve that pretty much sums it up ,0
a young basketball playing professor of genetics is doing research on the genetic sequence using human fetuses he hopes to be able to find a cure for all diseases and aging he s pressured into concluding his research because he hasn t published so the university is having trouble justifying funding him i think he does a trial injection on a monkey which quickly dies he then tries it on himself he starts a relationship with the single mother of an extremely annoying little boy she s the one who had been demanding results from the research initially he seems to have no effects from the injection except some new strength he then realizes that he had some memory loss and starts recalling what happened additionally he starts to appear very unhealthy since the movie is named metamorphosis he does eventually change into something else you won t believe your eyes either what he turned into or the absolutely crappy costume the actor is wearing to depict what he s turned into incredibly there s a further change in store the end of the movie is really really absurd about the only thing this movie has going for it is that laura gemser is in it but she has a very small part i d once seen a the video box for this with a sculpted plastic form glued to the boxcover possibly it might even have had some electronics in it at one time perhaps eyes that light up the main character s eyes occasionally turn green in the movie the copy i watched had a box that only showed tear marks where the glue had held on the plastic which had been removed the novelty boxcover if it still had it would have been the only reason i would have held onto this movie i m definitely getting rid of it ,0
so wynorski remakes curse of the komodo a second time this time replacing the interesting characters of the original with a bunch of obnoxious environmentalists anti capitalists and he adds a cobra most of the movie is spent listening to the self righteous characters prattle on about the evil capitalist pigs while sandwiched between this cavalcade of condescension are flashbacks to what happened on the island before they got there dna experiments were conducted critters started to grow people spoke to each other without coming off as being morally superior jerks etc needless to say it would have been a much better movie if they would have made the flashbacks the movie and forgotten about the sanctimonious do gooders lest i forget there are a few short scenes scattered here and there where the holier than thou posse gets picked off one by one but they probably comprise less than 2 of the film the main event pitting our title characters against each other lasts about one minute and is as exciting as watching the previews for the latest dino crisis video game the acting is pretty bad overall even for this sort of film half the actors seem like they re more concerned with pronouncing every last syllable of every word than speaking their dialog in any sort of believable manner i actually did make it through to the end but it s one of those movies i wish i would have recorded and then watched later because there are plenty of parts that need to be fast forwarded through overall i give this effort one star it has absolutely none of the elements that make a b movie fun to watch it s a sad day indeed when you can say with sincerity that the makers of this movie could have learned a thing or two from watching boa vs python ,0
as a fan of wm faulkner since college i was especially pleased to see intruder in the dust and for other reasons my grandfather also named clarence brown as was the director grew up in the oxford area having been born near there in 1888 we attended a week long family reunion at oxford in july 1964 a mere 15 years after filming the movie it still looked mostly like it does in the film but was going thru a period of civil rights upheaval then as the site of ole miss my recollection is of its being a nice little college town that summer but i was just an 18 year old college sophomore and white i was just then beginning to see the injustice of segregation and prejudice but still had a long way to go anyhow the movie is well worth watching but the filmmakers must have had to walk a tight rope to get it done there and i would love to know more about that story now days oxford is a larger more modern college town with all the ills that go along with such things and i hope to return again to see how it must have changed socially in the last 40 plus years juano hernandez should certainly have been nominated for an oscar that year but hollywood was still to bigoted itself to let that happen other faulkner stories have been filmed so look for them and compare one of the best was a pbs treatment of the barn burner from about 1985 or so starring tommy lee jones it really captured the intensity of rural southern whites that faulkner wrote so incisively about so often ,1
wtf do any of his books movies end in a happy ending the notebook was good but sheesh enough with the depressing endings already i m told that he writes about realistic situations that people deal with in real life understandable but sometimes it s nice to see people who have sacrificed their whole lives to only get to a mediocre unhappy time in their lives to finally find the true meaning of happiness and are able to live it out for the rest of their days don t we already know what really happens in real life can t we for one moment an hour and a half live vicariously through a movie that ends on a happy note that gives us hope for our own futures yeah wah i know but for real i think we need to preface movies that end like this one with a warning beware no happy ending ,1
i ll dispense with the obvious review of factual inaccuracies they are too numerous to name a much shorter list would be what they got right 1 dude named noah 2 ark with animals on it if you want a much more accurate portrayal of noah s ark and the destruction of sodom go rent the bible 1966 it depicts the story of creation through abraham attempting to sacrifice his son isaac it s a much better movie and it may be that the abomination called noah s ark 1999 drove you to seek just such a film http www imdb com title tt0060164 i really couldn t stomach watching the whole movie from reading other comments i can see that even the atheists found it grossly inaccurate as a christian it was intolerable to me possibly the worst movie ever made no real point to this movie either except maybe to showcase their sub par computer animation was it a complete waste maybe not god can use evil to work good romans 8 28 says 28 and we know that all things work together for good to them that love god to them who are the called according to his purpose genesis 50 says 20 but as for you ye thought evil against me but god meant it unto good to bring to pass as it is this day to save much people alive in the second example joseph s brothers meant to kill him but god turned their evil into a very great good he may have done the same thing with this movie people were so astonished by its lack of biblical foundation that they probably broke out the dusty old bible and read the story for themselves to find out about lot and sodom they would have to go the whole way up to genesis 19 before god destroys sodom and gomorrah by then they have read almost half of genesis so they might want to finish the next book is exodus which the movie the ten commandments was based on and much more accurately if they have seen that movie then exodus becomes an easy read so now they have read at least two whole books of the bible just because they watched a pathetic movie about noah s ark i m sure this actually happened to someone out there god works in mysterious ways ,0
this move is slow plodding cold dark and without a plot or hope it follows that tried and true european formula that they love to subsidize that is never seen but that the critics think makes an important point the movie is valuable if nothing more than to show the huge difference in the thinking between americans and europeans regarding employment in this movie the men are still nursing their wounds from years ago and feel it s the government s duty to provide them with work whereas in the u s we know we have to go out there and create value for someone spain never looked so backward ,0
i bought the dvd out of a big bin for 4 99 thinking i d lucked into some documentary pearl that would actually show extensive footage of the karakoram mountains and k2 in particular fast forwarding through the film i reached the climactic scene in which the climbers catch their first sight of mount waddington towering to all of 13 260 ft in canada s coastal range at least one of the several bozos geared up to climb k2 clearly has no idea what the real mountain actually looks like he has to be assured by his friend and climbing partner that he wouldn t have been brought by said partner to an ugly mountain given that one of the film s premises is that 27 or so people have lost their lives on k2 you might think that the jerk in question might have taken a minute or two to bone up on a few basic facts but the clown seems to think that preparations on this scale while good enough for the likes of reinhold messner are beneath him to be honest i haven t watched the whole thing what i ve seen makes me cringe they say that you get what you pay for at 4 99 i ve been ripped off ,0
grey gardens is shocking amusing sad and mesmerizing i watched in amazement as ediths jr and sr bickered and performed while reminiscing of their past their existence in a dilapidated mansion which they had not left for more than fifteen years is both a comedy and a tragedy this is a film you will not soon forget ,1
i have seen all the films directed by robert redford and appreciated his love of the american people and the land in a river runs through it redford displays the lyric romanticism and visual splendor of the high rocky mountains of montana as if he were a 19th century landscape painter of the ilk of thomas moran or albert bierstadt this film makes love to the visual and the word with text by author norman maclean and stunning camera work by phillippe rousselot serpent s kiss reigne margot redford s cast is perfect tom skerritt is the rev maclean a man whose methods of education include fly fishing as well as the bible brenda blythen the mother and his sons craig schaffer and brad pitt create a family whose interactions reflect the same problems all encounter with growing teenage sons and later complex young men both schaffer and pitt are totally believable as the brothers whose love of fly fishing and each other will tie them together forever it is the relationships between men father and sons brothers and their women to the outside world that grounds a river runs through it to a vein of storytelling that is missing in so many of hollywood films produced in recent years what makes these relationships special however is the attention redford gives to the language as spoken in dialogue this is a literate script beautiful to hear and unforgettable when coupled with the stunning montana rivers and mountains the words and setting are equal to performances by a cast that rises to their material while the idea of fly fishing may seem an odd device to center a story it is not so implausible in redford s directorial hands given the material redford s ode to a simpler time and life is worth revisiting again and again ,1
this is a movie about a man everybody thinks is jewish this is a movie about lawrence newman who lives in brooklyn in the 1940 s at the time of wwii one day when he gets himself glasses people start thinking he s a jew and that only because he looks like one and he lives in a very antisemitic neighborhood so some people start treating him like dirt they make that judgment being a jew of larry s fresh wife gertrude hart too that makes their lives unbearable neal slavin s focus 2001 is a fairly good look at the antisemitism that s a problem that won t go away the movie is based on athur miller s novel which i admit i haven t read but the movie is really good so i m sure the book would also the actors do good job william h macy is always good and his work as larry newman is brilliant laura dern is gert hart and she s magnificent meat loaf is almost scary as the neighbor who wants to keep jews out by any means necessary david paymer s character as the jewish shop owner mr finkelstein is the most sympathetic in the movie paymer is the perfect choice for the role one of the greatest scenes is in the end when mr finkelstein and newman fight against those nazi like people with baseball bats they join together to fight the evil the christian and the jew ,1
this movie is excellent not because it does anything special or new but because it is consistently great in all of its parts no part stands out as being ground breaking or stellar but all parts are far above mediocre and that makes to me an excellent movie i own several copies of this movie and may acquire it on collectors dvd or blu ray someday holding off right now due to high blu ray prices and of course the face that i don t have a blu ray player but that s beside the point of this review it stars off sort of ordinary but quickly turns into a drama filled with tension some action strongly portrayed characters and a well though out plot which keeps you interested until the very end wait no it does not start out ordinary it starts out sort of like what a qun tar movie wishes it could be with an awesome scene where an attempt to buy coffee and a donuts goes very very wrong by the end of the movie nothing was as it seemed and a few people are dead and a few people are very rich i won t tell you who watch and enjoy overall rating 10 10 a excellent ,1
it s one of my favorites tv series a wonderful cast great screenplay and a out siding plot watching the routine of the kyle family is grantee of great moments of humor and great comedy performers let s see damon wayans no commentaries he s one of the bests today se has a perfect timing and always get the point of the joke tisha campbell her s paranoid and sentimental jay is just wonderful to see george o gore ii perfect for the paper it s impossible to imagine someone else as the adorable and dumb junior jennifer nicole freeman the egocentric claire found the perfect actress beautiful talented parker mckeena posey impossible to not fall in love for her noah grey cabey this boy have future i m sure of it i get very sad when it ends but this show will be in my mind forever michael jay claire junior kadie we love you ,1
this is a fine drama and a nice change of pace from today s more hectic and loud films it is another solid based on a true store which still means much of it could be made up for dramatic purposes frankly i don t know but i liked the story the story is about a young man back in the fifties who gets interested in rocketry and wants to enter that field instead of working in the coal mines as everyone else including his father does in this west virginia town the big problem is the conflict it causes between the boy and his father which i think was overdone i would like to have a little less tension between the two the young man still a boy is played by jake gyllenhaal one of his first staring assignments i think he s likable as are his school buddies in here it s nice to see nice kids in a modern day film the two other key actors in the movie are chris cooper the dad and laura dern the kid s teacher who encourages him all the time the cinematography is decent the 1950s soundtrack is fun to hear once again i wish there more of these kind of films made today ,1
rumor has it that when the nasa technical advisors to this film were asked to keep the picture believable they laughed for several hours after all unless you are a politician or work crew the shuttle you are not going to get in the shuttle furthermore space cadet camp is in alabama not florida the truth is everyone on earth will win multi billion dollar lottery prizes before the events depicted in this film ever become possible this film was meant for kids and had to have been written by one because they are not aware of the myriad restrictions and requirements regarding access to ksc ccafs this is the most useless film of all time and it was a well deserved flop ,0
this film is one of the best memories i have from childhood having always loved tigers my mum took me to see it it is absolutely amazing its is one of those films that leaves a lasting impression on you the image of tigers running through the snow with it all spraying around is still in my head some 25 yrs on not many films have managed that as other comments have said photography is stunning a must see i have also been looking for the film for some time with no luck at all checking amazon every now and then reveals nothing not even listed if anyone does know of a source please contact me or post here tim:(,1
killjoy 2 is the same as killjoy 1 bad acting bad characters annoying clown bad lines you name it honestly i m not all that surprised that more people haven t seen this movie the only reason i watched killjoy 2 is because i wanted to think that the filmmakers learned from their mistakes they didn t this movie is just as bad if not worse than the first one that clown that goddamn clown i hate him i hate him so much and i don t hate him because he is a good villain i hate him because he is annoying beyond belief i hope that the filmmakers realized after trying and failing again that this movie is unrepairable the last thing we need is a killjoy 3 ,0
i just finished watching this film for me the most outstanding work in this film was the music score while many silent film scores work very well with their scenes i feel that this is the best score i ve come across the mutiny scenes in particular worked extremely well ,1
why is it that virtual x rated video game women can speak through their mouths but virtual fighting game champion dante has to use a combination of telepathy and over dramatic facial expressions i feel that either they needed to cast someone who looked more villain like michael bermardo s big brown doe eyes don t exactly strike fear in the hearts of well anyone except for maybe casting directors who consistently cast him as either a villain or a heroic bad boy or they needed to just let him use his real voice and move his mouth and maybe give him a costume that would not make him stick out like a sore thumb when walking down the street but of course this is the future and we must assume that bad fashion taste is considered the norm ,0
 voodoo academy features an academy like no other one that houses only six male students in one bedroom these teenage guys are instructed in religion by a sinister young priest who enjoys tormenting and comforting them simultaneously the sole administrator of this academy is a young and seductive headmistress and she retains her handsome charges on a short leash so to speak sexual overtones abound and the director obviously has high regard for young male bodies these young actors occasionally strip down to their designer underwear to sneak about the academy and their sexuality is the entire focus of the movie if you re not interested in the male form stay away burdened by weak and awkward dialogue this low budget exploitation piece just stumbles along with a few laughable special effects tossed in between the yawns the mood is claustrophobic with tediously long takes a handful of cheap sets and few costume changes these visual elements come interspersed with seemingly unending sequences of banal dialogue intended as character and plot development it gives one the feeling it was filmed in three days ,0
first of all this was not a three hour movie two hours ten minutes last time i checked commercials aren t actually part of a movie perhaps though it should ve been a two parter for a total of about 3 hours yeah would have gotten more in been able to explore some more emotion overall though it was an interesting look into the lives of lucy and desi i watch i love lucy from time to time and love it but never have i read or seen a biography never knew anything about their lives off the screen because of this movie i do now but i m not so sure that s a good thing everything here no one really needed to know this was essentially a movie that didn t need to be made but it was made and the reason is because lucy desi are still such huge stars and certain people in american society feel that the rest of society needs to know all about our tv and movie stars that is definitely so not true and very very sad anyway what was shown here in lucy was pretty good two complaints the actress who played viv vance not great casting at all and the switch from madeline zima to rachel york uhhh like lucy had plastic surgery and all of a sudden she s a whole new person that wasn t too great but the story went on and focused on the rocky relationship between lucy desi no the kids were not shown very much at all and that wasn t necessarily a drawback to this movie because like i said this focused mainly just on lucy desi had there been more time had the story been more about lucy s entire life then maybe the kids woulda been there more but they weren t so we got to see the likes of gable lombard red skelton and buster keaton very briefly instead wow that was one thing about this story that i thought was really cool his presence and influence in lucy s life really neat and it s too bad that wasn t explored more oh well what was explored was done well for the most part honestly i don t think i ll ever watch this again and i don t think this movie ll be that memorable for someone who digs i love lucy but isn t an enormous lucille ball fan this should be an interesting watch my grade for this b,1
even if this film was allegedly a joke in response to critics it s still an awful film if one is going to commit to that sort of thing at least make it a good joke first off jeroen krabbé is i guess the poor man s gerard depardieu naturally i hate gerard depardieu even though he was very funny in the iron mask three musketeer one otherwise to me he is box office poison and jeroen krabbé is worse than that the poor man s box office poison really that is not being fair to the economically disenfranchised if the 4th man is supposed to be some sort of critique of the bourgeoisie what am i saying it isn t let s just say hypothetically if it was supposed to be it wasn t sharp enough satire is a tricky thing if it isn t sharp enough the viewer becomes the butt of the joke instead i think that is what happened the story just ends up as a bunch of miserable disgusting characters doing nothing that anyone would care about and not in an interesting way either for a more interesting and worthwhile application see any luis bunuel film very sharp satire potential spoiler alert really the blow job in the cemetery that jeroen krabbé s character works so so hard to attain do you even care is it funny since mr voerhoven is supposed to be a good film maker i will give him the benefit of the doubt and assume it was some misanthropic joke that got out of control though i m guessing he didn t cast jeroen krabbé because he s the worst actor and every character he s played has been a pretentious bourgeois ass except he s incompetent at it so it becomes like a weird caricature do you think mr voerhoven did that on purpose and jeroen krabbé is the butt of the joke as well i just don t see it so you understand the dilemma i m faced with here right it is the worst film ever because he s supposed to be a good director so there is some kind of dupery involved i knew patch adams was horrible without even seeing it do not be duped by the 4th man s deceptively alluring packaging or mr voerhoven s reputation as a good director etc etc ,0
the plot is about a female nurse named anna is caught in the middle of a world wide chaos as flesh eating zombies begin rising up and taking over the world and attacking the living she escapes into the streets and is rescued by a black police officer so far so good i usually enjoy horror movies but this piece of film doesn t deserve to be called horror it s not even thrilling just ridiculous even the flintstones or kukla fran and ollie will give you more excitement it s like watching a bunch of bloodthirsty drunkards not being able to get into a shopping mall to by more liquor the heroes who has locked themselves in inside the shopping mall to avoid being eaten by the hoodlums outside are not better either even though they doesn t seem to be drunk they give the impression of being mentally disabled save your money instead of spending it on this ,0
i am a big fan of horror movies and know a lot of info on serial killers obviously the director of this one refused to research the film he was creating because half of the movie was fictional more than that the character of ed gein was portrayed in the wrong light i did not rent the movie to worry about the deputy and his girlfriend erica i rented it to watch ed gein and his legendary story this movie was awful the only reason i gave it a 2 out of 10 is because the gore wasn t too bad acting horrible actors sub par movie waste of time a big upset all around but i wont give up my search for a good horror movie ,0
the next karate kid in my opinion is an excellent martial arts flick i thought that eric chris conrad and julie hilary swank looked good in their prom attire to me ned michael cavalieri was a real bully this was because he got julie in trouble with principal wilkes eugene boles if you ask me colonel dugan michael ironside was a pure a this was because he was a very harsh man who wouldn t tolerate mistakes my favorite parts were the prom and the showdown between julie and the alpha elite in conclusion i highly recommend this smash hit to all of you who like martial arts flicks or are fans of hilary swank ,1
i have to admit i have a particular penchant for the humor and story telling style of british movies though not all of course succeed this film made me think and left me in the end with a quiet smile on my face its about character development and relationships truth and lies and whether love is sometimes simply not enough some very nicely understated acting from all the participants especially the two leads tom wilkinson and emily watson there was a lot of fuss made about gosford park but with this piece i feel fellowes has actually produced a better movie though it has not been a mainstream release an intelligent mature story about real people who are undeniably flawed but also capable of acts of genuine graciousness ,1
silly hilarious tragic sad inevitable a group of down and outs team up with a seasoned crook to elevate themselves out of their poverty great idea if you ignore the screwup factor nice to see george clooney doing something genuinely funny for a change the casting is perfect and the acting standards very high although it could be said that the motley crew subject isn t new i think this movie handles it in an interesting and unique way sufficiently so that it stands out from what has gone before very well done guys ,1
i tend to fall in and out of love with anime as the more you watch the more you notice a lot of shows are just poor copies of the few gems or rehashes of old formulas but every once in a while one of the true gems comes along and it s originality just blows you away haruhi is truly one of those shows many anime series are originally manga and sometimes the translation into an animated show is rather poorly done and doesn t utilize the benefits animation has over static drawings haruhi is actually based on a series of light novels and fires on all cylinders beautiful animation great voice acting great music and a complete and well paced story watch it you won t be disappointed and i d suggest watching it in broadcast order it works so much better that way ,1
crispin glovers way of acting and not only his is tremendous you really want to believe him because his body language and performing fits the person perfect he gives layne this extraordinary bit of personality that makes this movie a cult as well as feck which role is done very well by dennis hopper it s about choosing the right or wrong side without logical thinking about the scene friendship is more imported and that s exactly what i think is what makes choices this difficult rivers edge lets you experience this with serious tones and family mathers i really enjoyed it watching i saw it a month ago for the first time but if you like a nice 80s feel this is the one that you have to see i ts a same that i didn t know of it earlier ,1
the haunting a remake of course the original was a creepy psychological thriller and one that has improved with time compared to this 1999 remake it s a classic there is no character development here only caricatures the slut the authoritative brain the i m gonna get us outta here fellow the oh so sensitive bookworm but seeing as how the were banking on the special effects being the star i guess characters that you can empathize with are a secondary concern unfortunately the effects are laughable mewing cherubs stretchy doors irritating dead children that can t speak plainly and an idiotically sappy ending that does it s darnedest to give you a new age enema of butterflies and rainbows ill take my skittles orally thank you bruce dern i ve liked you since the cowboys stop it ,0
i watched the 219 minute version and have to say that dollar for dollar it it probably one of the worst films ever now i am not saying it s the worst film ever but if you look at a ratio of cost over how much an average person would enjoy it this is a very very bad film i would say that the single biggest factor making this a bad film is the writer director michael cimino rarely can so much blame be placed on a single person had he not been so self indulgent a film just as bad could have easily been made at about 90 minutes saving the studio millions the film begins with a completely unnecessary prologue that s supposed to be set at harvard the scene is huge but completely without context you have no idea exactly what is occurring nor do you know why the students in particular john hurt are behaving so boorishly i find it very hard to imagine a commencement going like this in 1870 and it looks a lot more like 1970 this is a half hour where you have no idea what is happening who the characters are or their motivations the next scene is 20 years later inexplicably the two harvard grads hurt and kris kristofferson are in wyoming so they went to the best school in america and now one is only a law man in the middle of no where and the other is well what is john hurt in the film he just appears here and there and seems to be either a jerk the prologue or a pathetic and pointless drunk who hangs out with murderers even though he is apparently against them his entire character made no sense they never explained why he was a brit living in the middle of nowhere it was impossible to hide his accent why he bothered to come along with the hired army if he was so against their wicked plan nor why he would risk his life for a cause he didn t believe in at all as for kristofferson his excellent acting and better defined character made his character more believable though having him move to wyoming and risk his life for a prostitute made no sense at all this brings up the worst aspect of heaven s gate while the scenes are way too long and needed trimming the worst part of the film is that the characters were like cardboard john hurt a wonderful actor with nothing to do in the film jeff bridges and many other big names are there but you have no idea why in fact other than kristofferson isabelle huppert as a hooker with a heart of gold quite the cliché and perhaps christopher walken everyone is completely one dimensional it s hard to imagine a movie this long where you don t know or understand the characters much of the film also seems anachronistic who would have thought to have a giant roller rink constructed in the middle of no where in 1890 i am sure that just getting the basic supplies in this region in the west would have been very very difficult and yet we are expected to believe that trains filled with roller skates and lumber arrived instead of food maybe if they hadn t spent a bazillion dollars building and frequenting the roller rink the farmers could have afforded to buy food and avoided this war over purloined cattle and what s with the guy on roller skates with the fiddle what did this have to do with a land war the most obvious problem you are left with is that it s a film where very very little actually happens until the big battle late in the film there are lots of scenes of filth and flat nothingness so much nothingness that by the time the battle occurs many audience members would have left or are now so hostile to the film that it s inevitable that nothing could salvage the film as for the final battle it was done reasonably well but had problems first this minor skirmish on the prairie lasted longer than the d day invasion second while details of the actual events of the so called johnson county war are a tad sketchy we do know that the characters played by huppert and kristofferson never actually were there as they d both been hung before the battle third i can t believe that cimino actually killed animals throughout the film especially during the final battle while i am far from a bleeding heart about animal rights his need to use animal guts and actually kill some of the horses is a low point in cinematic history watching and knowing that some of the horses died to achieve cimino s vision for the film is very sad finally after the big battle we have an epilogue while it is blessedly short it also seemed completely unnecessary and vague we see kristofferson on a fancy yacht so we can assume that he s finally putting some of that harvard education to work for himself we also see a woman who appears to be one that kris looked at a couple times during the prologue most importantly nothing is said and you have no idea what the final outcome i read up on it myself and found that the film often got the facts wrong overall to say the film is long and needed tons more editing was like saying wwii was a minor tiff well i ve certainly seen a lot worse but if you factor in the cost of production i truly think it might just be one of the worst films in history finally when a film has this much explicit nudity i warn parents however as no child could sit through this film even with a promise of sex the warning is not necessary ,0
 some spoilers it took some 19 years for bruce campbell to finally put his masterpiece man with the screaming brain on the screen but campbell had to alter his story by having it due to financial problems take place in sofia bulgaria not where he initially wanted it to be filmed in los angeles california in the film burce campbell plays us pharmaceutical tycoon willian cole who travels together with his spoiled rotten wife jackie antoinette byron to the former communist republic of bulgaria it s there that william wants to help finance bulgaria s almost non existent mass transportation system it s poor william s misfortune to get involved with both gypsy woman tatoya tamara gorski and her ex boyfriend yegor valdimir kolev an ex kgb taxi driver the two william yegor will unwittingly end up shearing their brains inside william s skull because of tatoya s jealousy and vindictiveness after tatoya murders both william and yegor their bodies are delivered to mad scientist dr ivan ivanowitch ivanov stacy keach by his loyal assistant pavel ted raimi to have their brains experimented with dr ivanov has this theory in that two heads are better then one and now with the material william yegor available to him dr ivanov at last is finally going to prove it what dr ivanov is going to sadly find out is that by fusing the two heads or brains together their brain waves will overlap and cause them to not only malfunction but turn against each other william with yegor s right lobe fused into his damaged brain is out to find tatoya and make her pay for the damage she caused both him and yegor yegor for his part is stuck in william s head who s likes and dislikes in both food and drink are totally opposite to his own this causes a lot of tension and hostility between the two brains in them fighting for control of william s body things get even more screwed up when jackie finding out that tatoya murdered her husband william confront her in the dangerous and high crime section of bravoda call gypsy town and ends up being murdered herself brought back to dr ivanov by his assistant pavel it s determined with no body available to plant jackie s brain inside of an experimental robot that pavel s been working on the operation is a rousing success but the only drawback is that jackie with her brain inside the robot has to have her brain recharged every few hours or like a real brain lacking oxygen she ll die together with the robot s batteries combination 1930 s like screw ball comedy and horror flick with both william yegor turning the bulgarian town of bravoda upside down in trying to find tatoya and make her pay with her life for the sad state of existence she put them both into spoiler alert it s dr ivanov who in fact saves the day by discovering how to keep the two brains from fighting and thus cooperating with each other this is done by him instead of fusing the brains together dr ivanov keep them independent by implanting a neutralizing cell wall in between the two uncooperative globs of gray matter ,1
