Exchange,Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
nyse,EVHC,Envision Healthcare Corporation,60.07,7052.585628399999,2016.0,Health Care,Medical/Nursing Services
nyse,EVHC^,Envision Healthcare Corporation,112.81,0.0,,,
nyse,EVA,"Enviva Partners, LP",28.2,741.6090426000001,2015.0,Basic Industries,Forest Products
nyse,ENZ,"Enzo Biochem, Inc.",7.95,368.0231172,,Health Care,Medical Specialities
nyse,EOG,"EOG Resources, Inc.",95.64,55199.479969559994,,Energy,Oil & Gas Production
nyse,EPE,EP Energy Corporation,4.87,1224.8716654300001,2014.0,Energy,Oil & Gas Production
nyse,EPAM,"EPAM Systems, Inc.",74.71,3824.0087128699997,2012.0,Technology,EDP Services
nyse,EPR,EPR Properties,75.05,5475.4306552,1997.0,Consumer Services,Real Estate Investment Trusts
nyse,EPR^C,EPR Properties,29.35,0.0,,,
nyse,EPR^E,EPR Properties,36.76,0.0,,,
nyse,EQT,EQT Corporation,62.62,10854.02253768,,Energy,Oil & Gas Production
nyse,EQGP,"EQT GP Holdings, LP",27.36,7282.2744,2015.0,Public Utilities,Natural Gas Distribution
nyse,EQM,"EQT Midstream Partners, LP",76.86,6193.51391988,2012.0,Public Utilities,Natural Gas Distribution
nyse,EFX,"Equifax, Inc.",134.86,16281.85858618,,Finance,Finance: Consumer Services
nyse,EQC,Equity Commonwealth,32.01,3971.2948819499998,,Consumer Services,Real Estate Investment Trusts
nyse,EQC^D,Equity Commonwealth,25.87,0.0,,,
nyse,EQCO,Equity Commonwealth,25.25,0.0,2012.0,Consumer Services,Real Estate Investment Trusts
nyse,ELS,"Equity Lifestyle Properties, Inc.",79.35,6884.8481382,,Consumer Services,Real Estate Investment Trusts
nyse,ELS^C,"Equity Lifestyle Properties, Inc.",25.4761,0.0,,,
nyse,EQR,Equity Residential,63.24,23215.256461080004,,Consumer Services,Real Estate Investment Trusts
nyse,EQS,"Equus Total Return, Inc.",2.46,31.177169160000002,,,
nyse,ERA,"Era Group, Inc.",13.09,274.02037894,,Transportation,Transportation Services
nyse,EROS,Eros International PLC,9.65,585.35160105,2013.0,Consumer Services,Movies/Entertainment
nyse,ESE,ESCO Technologies Inc.,56.7,1458.5032287000001,,Consumer Durables,Telecommunications Equipment
nyse,ESNT,Essent Group Ltd.,36.82,3438.1397776599997,2013.0,Finance,Property-Casualty Insurers
nyse,ESS,"Essex Property Trust, Inc.",233.57,15312.39070209,1994.0,Consumer Services,Real Estate Investment Trusts
nyse,EL,"Estee Lauder Companies, Inc. (The)",84.94,31122.51001104,1995.0,Consumer Non-Durables,Package Goods/Cosmetics
nyse,ESL,Esterline Technologies Corporation,84.15,2498.2311469499996,,Capital Goods,Industrial Machinery/Components
nyse,ETH,Ethan Allen Interiors Inc.,29.2,808.5531684,1993.0,Consumer Durables,Home Furnishings
nyse,EURN,Euronav NV,7.8,1241.8298022000001,2015.0,Transportation,Marine Transportation
nyse,EEA,"European Equity Fund, Inc. (The)",8.35,68.66205,,,
nyse,EVER,EverBank Financial Corp.,19.45,2482.9454159,2012.0,Finance,Savings Institutions
nyse,EVER^A,EverBank Financial Corp.,25.3674,0.0,,,
nyse,EVR,Evercore Partners Inc,73.8,3033.901395,2006.0,Finance,Investment Managers
nyse,RE,"Everest Re Group, Ltd.",230.63,9434.25133468,,Finance,Property-Casualty Insurers
nyse,EVRI,Everi Holdings Inc.,5.56,367.4697686,,Finance,Finance: Consumer Services
nyse,ES,Eversource Energy,59.62,18892.731872959997,,Public Utilities,Electric Utilities: Central
nyse,EVTC,"Evertec, Inc.",15.45,1122.2112444000002,2013.0,Technology,EDP Services
nyse,EVH,"Evolent Health, Inc",21.0,1427.371197,2015.0,Consumer Services,Other Consumer Services
nyse,EXAR,Exar Corporation,12.97,663.9660116499999,1985.0,Technology,Semiconductors
nyse,XCO,EXCO Resources NL,0.5369,151.9234408601,2006.0,Energy,Oil & Gas Production
nyse,EXC,Exelon Corporation,35.97,33299.7008652,,Public Utilities,Power Generation
nyse,EXCU,Exelon Corporation,49.85,46149.293526,,Public Utilities,Power Generation
nyse,EXPR,"Express, Inc.",8.2,643.0570544,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,STAY,"Extended Stay America, Inc.",17.02,3304.85638952,2013.0,Consumer Services,Hotels/Resorts
nyse,EXTN,Exterran Corporation,28.35,1008.7528185,2015.0,Technology,Diversified Commercial Services
nyse,EXR,Extra Space Storage Inc,78.1,9833.7500833,2004.0,Consumer Services,Real Estate Investment Trusts
nyse,XOM,Exxon Mobil Corporation,81.69,338728.71387410996,,Energy,Integrated oil Companies
nyse,FNB,F.N.B. Corporation,13.85,2926.65622815,,Finance,Major Banks
nyse,FNB^E,F.N.B. Corporation,29.02,0.0,,,
nyse,FN,Fabrinet,37.89,1400.21399979,2010.0,Public Utilities,Telecommunications Equipment
nyse,FDS,FactSet Research Systems Inc.,157.92,6231.25299888,1996.0,Technology,"Computer Software: Programming, Data Processing"
nyse,FICO,Fair Isaac Corporation,126.03,3914.36501382,,Miscellaneous,Business Services
nyse,FMSA,Fairmount Santrol Holdings Inc.,6.49,1453.07474686,2014.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nyse,SFUN,Fang Holdings Limited,3.45,1618.02448725,2010.0,Technology,EDP Services
nyse,FPI,Farmland Partners Inc.,11.07,356.6906766,2014.0,Consumer Services,Real Estate Investment Trusts
nyse,FBK,FB Financial Corporation,32.99,796.8316516699999,2016.0,Finance,Major Banks
nyse,FFG,"FBL Financial Group, Inc.",63.6,1584.782256,1996.0,Finance,Life Insurance
nyse,FCB,"FCB Financial Holdings, Inc.",46.75,1981.6979985,2014.0,Finance,Major Banks
nyse,AGM,Federal Agricultural Mortgage Corporation,54.14,571.2638947,,Finance,Finance Companies
nyse,AGM.A,Federal Agricultural Mortgage Corporation,,0.0,,,
nyse,AGM^A,Federal Agricultural Mortgage Corporation,25.79,0.0,,,
nyse,AGM^B,Federal Agricultural Mortgage Corporation,27.08,0.0,,,
nyse,AGM^C,Federal Agricultural Mortgage Corporation,27.05,0.0,,,
nyse,FRT,Federal Realty Investment Trust,134.74,9724.5448821,,Consumer Services,Real Estate Investment Trusts
nyse,FSS,Federal Signal Corporation,13.15,785.3360944,,Capital Goods,Auto Manufacturing
nyse,FII,"Federated Investors, Inc.",26.24,2667.95680192,1998.0,Finance,Investment Managers
nyse,FPT,Federated Premier Intermediate Municipal Income Fund,13.24,92.44596976000001,2002.0,,
nyse,FMN,Federated Premier Municipal Income Fund,14.08,87.09721856,2002.0,,
nyse,FDX,FedEx Corporation,183.73,49124.80029842,,Transportation,Air Freight/Delivery Services
nyse,FCH,FelCor Lodging Trust Incorporated,7.27,1004.01118002,,Consumer Services,Real Estate Investment Trusts
nyse,FCH^A,FelCor Lodging Trust Incorporated,24.5,0.0,,Consumer Services,Real Estate Investment Trusts
nyse,RACE,Ferrari N.V.,70.63,17333.88654781,2015.0,Capital Goods,Auto Manufacturing
nyse,FGP,"Ferrellgas Partners, L.P.",5.97,580.00141005,1994.0,Consumer Services,Other Specialty Stores
nyse,FOE,Ferro Corporation,15.05,1258.6885997,,Basic Industries,Paints/Coatings
nyse,FCAU,Fiat Chrysler Automobiles N.V.,9.7,18468.9748134,2014.0,Capital Goods,Auto Manufacturing
nyse,FBR,Fibria Celulose S.A.,9.12,4998.5808,1997.0,Basic Industries,Paper
nyse,FGL,Fidelity and Guaranty Life,27.5,1622.0775175,2013.0,Finance,Life Insurance
nyse,FNF,"Fidelity National Financial, Inc.",38.38,12996.61007366,2014.0,Finance,Specialty Insurers
nyse,FNFV,"Fidelity National Financial, Inc.",12.2,4131.2830354,2014.0,Finance,Specialty Insurers
nyse,FIS,"Fidelity National Information Services, Inc.",80.16,26355.045681599997,,Miscellaneous,Business Services
nyse,FMO,Fiduciary/Claymore MLP Opportunity Fund,15.58,529.08178088,2004.0,,
nyse,FSCE,Fifth Street Finance Corp.,24.98,0.0,,,
nyse,FAC,First Acceptance Corporation,1.14,46.922412539999996,,Finance,Property-Casualty Insurers
nyse,FAF,First American Corporation (The),38.29,4222.6062286100005,,Finance,Specialty Insurers
nyse,FBP,First BanCorp.,5.33,1159.32326315,,Finance,Major Banks
nyse,FCFS,"First Cash, Inc.",47.7,2303.418213,1991.0,Consumer Services,Other Specialty Stores
nyse,FCF,First Commonwealth Financial Corporation,12.28,1094.136948,,Finance,Major Banks
nyse,FDC,First Data Corporation,14.81,13591.10272966,2015.0,Miscellaneous,Business Services
nyse,FHN,First Horizon National Corporation,17.61,4116.91082877,,Finance,Major Banks
nyse,FHN^A,First Horizon National Corporation,25.395,0.0,,,
nyse,FR,"First Industrial Realty Trust, Inc.",27.95,3277.8203744,1994.0,Consumer Services,Real Estate Investment Trusts
nyse,AG,First Majestic Silver Corp.,9.35,1537.71565145,,Basic Industries,Precious Metals
nyse,FPO,First Potomac Realty Trust,10.69,627.64129653,2003.0,Consumer Services,Real Estate Investment Trusts
nyse,FRC,FIRST REPUBLIC BANK,90.18,13914.05256,,,
nyse,FRC^B,FIRST REPUBLIC BANK,25.6,0.0,,,
nyse,FRC^C,FIRST REPUBLIC BANK,26.3,0.0,,,
nyse,FRC^D,FIRST REPUBLIC BANK,25.85,0.0,,,
nyse,FRC^E,FIRST REPUBLIC BANK,27.18,0.0,,,
nyse,FRC^F,FIRST REPUBLIC BANK,25.9625,0.0,,,
nyse,FRC^G,FIRST REPUBLIC BANK,25.56,0.0,,,
nyse,FFA,First Trust,14.41,287.81329324,2004.0,,
nyse,FMY,First Trust,14.1,59.4049215,2005.0,,
nyse,FDEU,First Trust Dynamic Europe Equity Income Fund,17.17,295.87186036,2015.0,,
nyse,FIF,First Trust Energy Infrastructure Fund,19.15,336.0870194,2011.0,,
nyse,FSD,First Trust High Income Long Short Fund,16.9,596.1070583,2010.0,,
nyse,FPF,First Trust Intermediate Duration Preferred & Income Fund,23.65,1437.11582905,2013.0,,
nyse,FEI           ,First Trust MLP and Energy Income Fund,16.47,749.14318746,2012.0,,
nyse,FPL,First Trust New Opportunities MLP & Energy Fund,13.75,327.74163125,2014.0,,
nyse,FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.94,323.05,2016.0,,
nyse,FCT,First Trust Senior Floating Rate Income Fund II,13.64,364.14683448,2004.0,,
nyse,FGB,First Trust Specialty Finance and Financial Opportunities Fund,7.46,106.90009912000001,2007.0,,
nyse,FHY,First Trust Strategic High Income Fund II,13.06,107.61285892000001,,,
nyse,FEO,First Trust/Aberdeen Emerging Opportunity Fund,15.9,82.3500273,,,
nyse,FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.6,200.298534,2006.0,,
nyse,FE,FirstEnergy Corporation,31.27,13874.40028061,,Public Utilities,Electric Utilities: Central
nyse,FIT,"Fitbit, Inc.",5.37,1214.73780846,2015.0,Technology,Computer Manufacturing
nyse,GAB^J,"Gabelli Equity Trust, Inc. (The)",25.05,0.0,,,
nyse,OAKS,Five Oaks Investment Corp.,5.3,92.9580674,2013.0,Consumer Services,Real Estate Investment Trusts
nyse,OAKS^A,Five Oaks Investment Corp.,24.92,0.0,,,
nyse,FBC,"Flagstar Bancorp, Inc.",27.59,1573.83195835,,Finance,Savings Institutions
nyse,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,25.15,481.8309432,2013.0,,
nyse,PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,15.11,168.30404957,1991.0,,
nyse,PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.97,149.19619869,1992.0,,
nyse,FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,20.76,914.75064108,2003.0,,
nyse,FLC,Flaherty & Crumrine Total Return Fund Inc,21.16,210.50801704,2003.0,,
nyse,FLT,"FleetCor Technologies, Inc.",142.36,13081.8070466,2010.0,Miscellaneous,Business Services
nyse,FTK,"Flotek Industries, Inc.",12.09,697.67261265,,Basic Industries,Major Chemicals
nyse,FLO,"Flowers Foods, Inc.",19.27,4025.5802148899998,,Consumer Non-Durables,Packaged Foods
nyse,FLS,Flowserve Corporation,47.0,6132.976796,,Capital Goods,Fluid Controls
nyse,FLR,Fluor Corporation,50.18,7011.98740528,,Basic Industries,Military/Government/Technical
nyse,FLY,Fly Leasing Limited,12.68,409.0116592,2007.0,,
nyse,FMC,FMC Corporation,72.56,9710.456644799999,,Basic Industries,Major Chemicals
nyse,FMX,Fomento Economico Mexicano S.A.B. de C.V.,91.36,32690.675202720002,,Consumer Non-Durables,Beverages (Production/Distribution)
nyse,FL,"Foot Locker, Inc.",72.09,9460.58776299,,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,F,Ford Motor Company,11.11,44238.88314703,,Capital Goods,Auto Manufacturing
nyse,FELP,Foresight Energy LP,5.82,762.76686618,2014.0,Energy,Coal Mining
nyse,FCE.A,"Forest City Realty Trust, Inc.",,0.0,,,
nyse,FCE.B,"Forest City Realty Trust, Inc.",,0.0,,,
nyse,FOR,Forestar Group Inc,14.15,589.9762128,,Finance,Real Estate
nyse,FTS,Fortis Inc.,33.27,13826.061376290001,2016.0,Public Utilities,Electric Utilities: Central
nyse,FTV,Fortive Corporation,60.33,20874.57238632,2016.0,Capital Goods,Industrial Machinery/Components
nyse,FIG,Fortress Investment Group LLC,7.97,3086.10916885,2007.0,Finance,Investment Managers
nyse,FTAI,Fortress Transportation and Infrastructure Investors LLC,15.11,1144.69091425,2015.0,,
nyse,FSM,Fortuna Silver Mines Inc.,5.23,830.7955572899999,,Basic Industries,Precious Metals
nyse,FBHS,"Fortune Brands Home & Security, Inc.",61.5,9440.5213995,,Basic Industries,Homebuilding
nyse,FET,"Forum Energy Technologies, Inc.",20.3,1957.8014666,2012.0,Energy,Metal Fabrications
nyse,FBM,"Foundation Building Materials, Inc.",15.94,683.27458758,2017.0,Consumer Services,RETAIL: Building Materials
nyse,FCPT,"Four Corners Property Trust, Inc.",23.25,1394.38496775,2015.0,Consumer Services,Real Estate Investment Trusts
nyse,FNV,Franco-Nevada Corporation,69.33,12374.166696870001,,Basic Industries,Precious Metals
nyse,FC,Franklin Covey Company,20.65,284.9968037,,Consumer Services,Other Consumer Services
nyse,FSB,"Franklin Financial Network, Inc.",37.35,487.7597007,2015.0,Finance,Major Banks
nyse,BEN,"Franklin Resources, Inc.",40.59,22946.3899434,,Finance,Investment Managers
nyse,FT,Franklin Universal Trust,7.0686,177.64730592840002,,,
nyse,FI,Frank&#39;s International N.V.,9.87,2198.20989087,2013.0,Energy,Oilfield Services/Equipment
nyse,FCX,"Freeport-McMoran, Inc.",12.72,18385.23573696,,Basic Industries,Precious Metals
nyse,FMS,Fresenius Medical Care Corporation,42.35,25936.989848,,Health Care,Hospital/Nursing Management
nyse,FDP,"Fresh Del Monte Produce, Inc.",58.42,2963.5215811999997,1997.0,Consumer Non-Durables,Farming/Seeds/Milling
nyse,FRO,Frontline Ltd.,6.65,1129.2320046,,Transportation,Marine Transportation
nyse,FSIC,FS Investment Corporation,9.6,2348.1567456,2014.0,,
nyse,FCN,"FTI Consulting, Inc.",40.65,1674.6329283,,Consumer Services,Professional Services
nyse,FF,FutureFuel Corp.,14.05,614.6870785,,Basic Industries,Major Chemicals
nyse,GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.9,68.98955,,,
nyse,GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.19,0.0,,,
nyse,GDV,Gabelli Dividend,20.72,1707.99986672,2003.0,,
nyse,GDV^A,Gabelli Dividend,26.22,0.0,,,
nyse,GDV^D,Gabelli Dividend,26.31,0.0,,,
nyse,GDV^G,Gabelli Dividend,25.31,0.0,,,
nyse,GAB,"Gabelli Equity Trust, Inc. (The)",5.92,1297.90178272,1986.0,,
nyse,GAB^D,"Gabelli Equity Trust, Inc. (The)",26.1,0.0,,,
nyse,GAB^G,"Gabelli Equity Trust, Inc. (The)",24.14,0.0,,,
nyse,GAB^H,"Gabelli Equity Trust, Inc. (The)",24.42,0.0,,,
nyse,GGZ,Gabelli Global Small and Mid Cap Value Trust (The),11.4,88.8541194,2014.0,,
nyse,GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.14,0.0,,,
nyse,GGT,Gabelli Multi-Media Trust Inc. (The),8.16,198.35500992,,,
nyse,GGT^B,Gabelli Multi-Media Trust Inc. (The),26.2637,0.0,,,
nyse,GUT,Gabelli Utility Trust (The),6.81,295.53756066000005,,,
nyse,GUT^A,Gabelli Utility Trust (The),25.368,0.0,,,
nyse,GUT^C,Gabelli Utility Trust (The),25.19,0.0,,,
nyse,GFA,Gafisa SA,16.07,16.0841416,2007.0,Basic Industries,Homebuilding
nyse,GCAP,"GAIN Capital Holdings, Inc.",7.44,358.84658592,2010.0,Finance,Investment Bankers/Brokers/Service
nyse,GBL,"Gamco Investors, Inc.",27.83,816.62634889,1999.0,Finance,Investment Bankers/Brokers/Service
nyse,GNT,"GAMCO Natural Resources, Gold & Income Tust ",7.13,148.76615234,2011.0,,
nyse,GME,Gamestop Corporation,22.38,2265.0989572800004,2002.0,Consumer Services,Electronics Distribution
nyse,GPS,"Gap, Inc. (The)",23.69,9481.23070462,,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,IT,"Gartner, Inc.",108.93,9848.8231632,1993.0,Consumer Services,Other Consumer Services
nyse,GLOG,GasLog LP.,14.1,1135.9150773,2012.0,Consumer Services,Marine Transportation
nyse,GLOG^A,GasLog LP.,25.72,0.0,,,
nyse,GLOP,GasLog Partners LP,23.4,892.5863544,2014.0,Consumer Services,Marine Transportation
nyse,GATX,GATX Corporation,59.11,2324.8609663400002,,Consumer Services,Transportation Services
nyse,GMTA,GATX Corporation,25.18,0.0,2016.0,Consumer Services,Transportation Services
nyse,GZT,Gazit-Globe Ltd.,10.03,1971.5301096300002,2011.0,Finance,Real Estate
nyse,GCP,GCP Applied Technologies Inc.,32.85,2339.25786225,2016.0,Basic Industries,Major Chemicals
nyse,GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,13.09,450.50943244999996,,Transportation,Marine Transportation
nyse,GNRT,"Gener8 Maritime, Inc.",5.37,445.49624178,2015.0,Transportation,Marine Transportation
nyse,GNRC,Generac Holdlings Inc.,35.05,2198.88267485,2010.0,Consumer Durables,Metal Fabrications
nyse,GAM,"General American Investors, Inc.",33.38,908.6408187000001,,,
nyse,GAM^B,"General American Investors, Inc.",26.3395,0.0,,,
nyse,BGC,General Cable Corporation,16.25,808.31398375,1997.0,Basic Industries,Telecommunications Equipment
nyse,GD,General Dynamics Corporation,186.73,56648.41099773,,Capital Goods,Marine Transportation
nyse,GEH,General Electric Capital Corporation,25.93,0.0,,Energy,Consumer Electronics/Appliances
nyse,GEK,General Electric Capital Corporation,25.74,0.0,,Energy,Consumer Electronics/Appliances
nyse,GE,General Electric Company,29.56,257429.577711,,Energy,Consumer Electronics/Appliances
nyse,GEB,General Electric Company,25.4,0.0,,Energy,Consumer Electronics/Appliances
nyse,GIS,"General Mills, Inc.",57.17,32937.66093234,,Consumer Non-Durables,Packaged Foods
nyse,GM,General Motors Company,33.39,50086.335099150005,2010.0,Capital Goods,Auto Manufacturing
nyse,GM.WS.B,General Motors Company,,0.0,,,
nyse,GCO,Genesco Inc.,50.85,997.26384375,,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,GWR,"Genesee & Wyoming, Inc.",64.8,4035.0864744,,Transportation,Railroads
nyse,GEL,"Genesis Energy, L.P.",31.77,3893.07105117,1996.0,Energy,Oil Refining/Marketing
nyse,GEN           ,"Genesis Healthcare, Inc.",2.3,355.4237633,,Health Care,Hospital/Nursing Management
nyse,GNE,Genie Energy Ltd.,7.21,189.43789046,2011.0,Public Utilities,Power Generation
nyse,GNE^A,Genie Energy Ltd.,7.75,0.0,,,
nyse,G,Genpact Limited,23.83,4584.70155064,2007.0,Consumer Services,Professional Services
nyse,GPC,Genuine Parts Company,88.94,13196.793217639999,,Capital Goods,Automotive Aftermarket
nyse,GNW,Genworth Financial Inc,4.0,1995.724252,2004.0,Finance,Life Insurance
nyse,GEO,Geo Group Inc (The),47.8,1963.8389565999998,,Consumer Services,Real Estate Investment Trusts
nyse,GPRK,Geopark Ltd,7.63,456.48046017,2014.0,Energy,Oil & Gas Production
nyse,GPE^A,Georgia Power Company,27.73,0.0,,Public Utilities,Electric Utilities: Central
nyse,GGB,Gerdau S.A.,2.96,5054.981084800001,,Capital Goods,Steel/Iron Ore
nyse,GTY,Getty Realty Corporation,26.22,906.5129747999999,,Finance,Real Estate
nyse,GGP,GGP Inc.,23.15,20451.8170793,,Consumer Services,Real Estate Investment Trusts
nyse,GGP^A,GGP Inc.,25.16,0.0,,Consumer Services,Real Estate Investment Trusts
nyse,GIMO,Gigamon Inc.,33.8,1240.0997934000002,2013.0,Technology,EDP Services
nyse,GIL,"Gildan Activewear, Inc.",26.99,6131.66074912,1998.0,Consumer Non-Durables,Apparel
nyse,GLA,"GlassBridge Enterprises, Inc.",4.37,21.602216629999997,,Technology,Electronic Components
nyse,GLT,Glatfelter,20.02,872.03890774,,Basic Industries,Paper
nyse,GKOS,Glaukos Corporation,44.28,1515.83197068,2015.0,Health Care,Medical/Dental Instruments
nyse,GSK,GlaxoSmithKline PLC,41.81,112224.64727611,,Health Care,Major Pharmaceuticals
nyse,BRSS,"Global Brass and Copper Holdings, Inc.",32.25,698.9006505,2013.0,Capital Goods,Metal Fabrications
nyse,GMRE,Global Medical REIT Inc.,9.08,159.859529,2016.0,Consumer Services,Real Estate Investment Trusts
nyse,GNL,"Global Net Lease, Inc.",23.89,1583.17178525,2015.0,Consumer Services,Real Estate Investment Trusts
nyse,GLP,Global Partners LP,19.5,662.9134785,2005.0,Energy,Oil Refining/Marketing
nyse,GPN,Global Payments Inc.,77.54,11824.228284280001,,Miscellaneous,Business Services
nyse,GSL,"Global Ship Lease, Inc.",1.4,76.96225179999999,,Transportation,Marine Transportation
nyse,GSL^B,"Global Ship Lease, Inc.",20.82,0.0,,,
nyse,GLOB,Globant S.A.,33.83,1179.64597677,2014.0,Technology,EDP Services
nyse,GMED,"Globus Medical, Inc.",30.43,2920.4473439099997,2012.0,Health Care,Medical/Dental Instruments
nyse,GMS,GMS Inc.,34.22,1401.0662091,2016.0,Consumer Services,RETAIL: Building Materials
nyse,GNC,"GNC Holdings, Inc.",7.3,499.3425643,2011.0,Consumer Non-Durables,Food Chains
nyse,GDDY,GoDaddy Inc.,36.09,6066.09276939,2015.0,Technology,EDP Services
nyse,GOL,Gol Linhas Aereas Inteligentes S.A.,30.89,16181.482777899999,2004.0,Transportation,Air Freight/Delivery Services
nyse,GFI,Gold Fields Limited,4.05,3323.45812725,,Basic Industries,Precious Metals
nyse,GG,Goldcorp Inc.,15.39,13140.159985350001,,Basic Industries,Precious Metals
nyse,GSBD,"Goldman Sachs BDC, Inc.",25.04,910.02336144,2015.0,,
nyse,GS,"Goldman Sachs Group, Inc. (The)",223.32,88840.59047748,1999.0,Finance,Investment Bankers/Brokers/Service
nyse,GS^A,"Goldman Sachs Group, Inc. (The)",23.54,0.0,,,
nyse,GS^B,"Goldman Sachs Group, Inc. (The)",26.5871,0.0,,,
nyse,GS^C,"Goldman Sachs Group, Inc. (The)",23.27,0.0,,,
nyse,GS^D,"Goldman Sachs Group, Inc. (The)",23.09,0.0,,,
nyse,GS^I,"Goldman Sachs Group, Inc. (The)",25.98,0.0,,,
nyse,GS^J,"Goldman Sachs Group, Inc. (The)",27.13,0.0,,,
nyse,GS^K,"Goldman Sachs Group, Inc. (The)",28.82,0.0,,,
nyse,GS^N,"Goldman Sachs Group, Inc. (The)",26.9233,0.0,,,
nyse,GER,Goldman Sachs MLP Energy Renaissance Fund,7.94,627.413639,1986.0,,
nyse,GMZ,Goldman Sachs MLP Income Opportunities Fund,10.57,468.7162914,2013.0,,
nyse,GPX,GP Strategies Corporation,24.8,415.471796,,Consumer Services,Other Consumer Services
nyse,GGG,Graco Inc.,92.52,5113.80032004,,Capital Goods,Fluid Controls
nyse,GHM,Graham Corporation,21.35,207.7160715,,Technology,Industrial Machinery/Components
nyse,GHC,Graham Holdings Company,586.95,3281.5411901999996,,Consumer Services,Other Consumer Services
nyse,GPT,Gramercy Property Trust,27.7,3916.6831331,,Consumer Services,Real Estate Investment Trusts
nyse,GPT^A,Gramercy Property Trust Inc.,26.44,0.0,,,
nyse,GRAM,Grana y Montero S.A.A.,3.9,514.8419562,2013.0,Basic Industries,Military/Government/Technical
nyse,GVA,Granite Construction Incorporated,51.65,2046.6305269000002,,Basic Industries,Military/Government/Technical
nyse,GRP.U,Granite Real Estate Inc.,,0.0,,,
nyse,GPK,Graphic Packaging Holding Company,12.77,3978.28029208,,Consumer Durables,Containers/Packaging
nyse,GTN,"Gray Television, Inc.",14.5,1056.27396,,Consumer Services,Broadcasting
nyse,GTN.A,"Gray Television, Inc.",,0.0,,,
nyse,AJX,Great Ajax Corp.,13.09,245.67973045,2015.0,Consumer Services,Real Estate Investment Trusts
nyse,GXP,Great Plains Energy Inc,29.54,6362.46111354,,Public Utilities,Electric Utilities: Central
nyse,GXP^B,Great Plains Energy Inc,53.528,0.0,,,
nyse,GWB,"Great Western Bancorp, Inc.",40.52,2380.81735096,2014.0,Finance,Major Banks
nyse,GDOT,Green Dot Corporation,32.77,1659.81439448,2010.0,Finance,Finance: Consumer Services
nyse,GBX,"Greenbrier Companies, Inc. (The)",44.1,1252.4534505,1994.0,Capital Goods,Railroads
nyse,GHL,"Greenhill & Co., Inc.",26.1,771.899148,2004.0,Finance,Investment Bankers/Brokers/Service
nyse,GEF,Greif Bros. Corporation,53.49,3146.8508266199997,,,
nyse,GEF.B,Greif Bros. Corporation,,0.0,,,
nyse,GFF,Griffon Corporation,22.45,1061.1232266,,Capital Goods,Building Products
nyse,GPI,"Group 1 Automotive, Inc.",66.31,1423.91196253,1997.0,Consumer Durables,Automotive Aftermarket
nyse,GRUB,GrubHub Inc.,34.93,3001.85953942,2014.0,Miscellaneous,Business Services
nyse,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",100.6,5643.66,2006.0,Transportation,Aerospace
nyse,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",182.61,5478.3,,Transportation,Aerospace
nyse,AVAL,Grupo Aval Acciones y Valores S.A.,8.16,9090.65499312,2014.0,Finance,Commercial Banks
nyse,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,8.75,17938.73209625,2012.0,Finance,Commercial Banks
nyse,SUPV,Grupo Supervielle S.A.,17.15,1247.834,2016.0,Finance,Commercial Banks
nyse,TV,Grupo Televisa S.A.,25.77,15042.4644,1993.0,Consumer Services,Broadcasting
nyse,GTT,"GTT Communications, Inc.",25.5,1045.4563695,,Public Utilities,Telecommunications Equipment
nyse,GSH,Guangshen Railway Company Limited,31.28,4431.4607472,,Transportation,Railroads
nyse,GES,"Guess?, Inc.",10.88,900.44632768,1996.0,Consumer Non-Durables,Apparel
nyse,GGM,Guggenheim Credit Allocation Fund,23.0,157.556463,2013.0,,
nyse,GPM,Guggenheim Enhanced Equity Income Fund,8.12,390.05940064,,,
nyse,GOF,Guggenheim Strategic Opportunities Fund,20.65,409.88059035000003,,,
nyse,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,22.4,390.1252768,2010.0,,
nyse,GWRE,"Guidewire Software, Inc.",58.42,4320.06459328,2012.0,Technology,Computer Software: Prepackaged Software
nyse,HRB,"H&R Block, Inc.",23.5,4868.4318555,,Consumer Services,Other Consumer Services
nyse,FUL,H. B. Fuller Company,49.78,2515.24481248,,Basic Industries,Home Furnishings
nyse,HAE,Haemonetics Corporation,40.15,2087.972645,1991.0,Health Care,Medical/Dental Instruments
