Unnamed: 0,product,num_users
1911,6149,64
1912,7863,45
1913,14,43
1914,10247,14
1915,3544,88
1916,5073,57
1917,6149,32
1918,7863,28
1919,14,8
1920,10247,43
1921,3544,16
1922,5073,10
1923,6149,2
1924,7863,18
1925,14,50
1926,10247,87
1927,3544,42
1928,5073,23
1929,6149,7
1930,7863,1
1931,14,19
1932,10247,71
1933,3544,55
1934,5073,64
1935,6149,8
1936,7863,70
1937,14,99
1938,10247,67
1939,3544,27
1940,5073,1
1941,6149,12
1942,7863,59
1943,14,7
1944,10247,22
1945,3544,17
1946,5073,10
1947,6149,38
1948,7863,44
1949,14,37
1950,10247,9
1951,3544,56
1952,5073,12
1953,6149,37
1954,7863,87
1955,14,45
1956,10247,17
1957,3544,9
1958,5073,7
1959,6149,92
1960,7863,73
1961,14,18
1962,10247,76
1963,3544,55
1964,5073,14
1965,6149,46
1966,7863,45
1967,14,3
1968,10247,48
1969,3544,11
1970,5073,1
1971,6149,60
1972,7863,41
1973,14,40
1974,10247,48
1975,3544,8
1976,5073,11
1977,6149,84
1978,7863,54
1979,14,20
1980,10247,70
1981,3544,61
1982,5073,82
1983,6149,75
1984,7863,24
1985,14,29
1986,10247,62
1987,3544,19
1988,5073,50
1989,6149,6
1990,7863,43
1991,14,4
1992,10247,26
1993,3544,12
1994,5073,88
1995,6149,28
1996,7863,24
1997,14,25
1998,10247,43
1999,3544,25
2000,5073,2
2001,6149,14
2002,7863,4
2003,14,58
2004,10247,68
2005,3544,9
2006,5073,24
2007,6149,3
2008,7863,2
2009,14,28
2010,10247,2
2011,3544,88
2012,5073,56
2013,6149,35
2014,7863,63
2015,14,38
2016,10247,11
2017,3544,84
2018,5073,80
2019,6149,1
2020,7863,45
2021,14,49
2022,10247,14
2023,3544,26
2024,5073,37
2025,6149,41
2026,7863,91
2027,14,82
2028,10247,17
2029,3544,51
2030,5073,2
2031,6149,86
2032,7863,49
2033,14,83
2034,10247,77
2035,3544,14
2036,5073,19
2037,6149,98
2038,7863,88
2039,14,62
2040,10247,34
2041,3544,7
2042,5073,6
2043,6149,63
2044,7863,9
2045,14,96
2046,10247,2
2047,3544,16
2048,5073,22
2049,6149,18
2050,7863,18
2051,14,79
2052,10247,34
2053,3544,9
2054,5073,37
2055,6149,33
2056,7863,94
2057,14,3
2058,10247,80
2059,3544,31
2060,5073,66
2061,6149,38
2062,7863,1
2063,14,10
2064,10247,3
2065,3544,96
2066,5073,18
2067,6149,27
2068,7863,10
2069,14,29
2070,10247,27
2071,3544,1
2072,5073,7
2073,6149,38
2074,7863,19
2075,14,4
2076,10247,87
2077,3544,2
2078,5073,16
2079,6149,13
2080,7863,16
2081,14,11
2082,10247,31
2083,3544,49
2084,5073,14
2085,6149,23
2086,7863,55
2087,14,6
2088,10247,21
2089,3544,35
2090,5073,14
2091,6149,47
2092,7863,76
2093,14,93
2094,10247,75
2095,3544,71
2096,5073,36
2097,6149,42
2098,7863,29
2099,14,21
2100,10247,9
2101,3544,52
2102,5073,18
2103,6149,76
2104,7863,13
2105,14,75
2106,10247,88
2107,3544,13
2108,5073,51
2109,6149,22
2110,7863,50
2111,14,7
2112,10247,1
2113,3544,92
2114,5073,4
2115,6149,78
2116,7863,27
2117,14,39
2118,10247,25
2119,3544,36
2120,5073,12
2121,6149,10
2122,7863,9
2123,14,5
2124,10247,26
2125,3544,37
2126,5073,34
2127,6149,36
2128,7863,43
2129,14,6
2130,10247,74
2131,3544,35
2132,5073,14
2133,6149,2
2134,7863,62
2135,14,24
2136,10247,7
2137,3544,48
2138,5073,6
2139,6149,25
2140,7863,92
2141,14,54
2142,10247,49
2143,3544,7
2144,5073,72
2145,6149,23
2146,7863,3
2147,14,58
2148,10247,48
2149,3544,39
2150,5073,49
2151,6149,26
2152,7863,9
2153,14,57
2154,10247,85
2155,3544,93
2156,5073,59
2157,6149,27
2158,7863,8
2159,14,9
2160,10247,49
2161,3544,23
2162,5073,71
2163,6149,77
2164,7863,32
2165,14,32
2166,10247,54
2167,3544,12
2168,5073,63
2169,6149,8
2170,7863,27
2171,14,35
2172,10247,0
2173,3544,55
2174,5073,35
2175,6149,42
2176,7863,29
2177,14,31
2178,10247,39
2179,3544,14
2180,5073,36
2181,6149,18
2182,7863,26
2183,14,18
2184,10247,15
2185,3544,97
2186,5073,88
2187,6149,1
2188,7863,74
2189,14,9
2190,10247,75
2191,3544,67
2192,5073,79
2193,6149,24
2194,7863,78
2195,14,9
2196,10247,11
2197,3544,96
2198,5073,89
2199,6149,27
2200,7863,11
2201,14,16
2202,10247,77
2203,3544,55
2204,5073,23
2205,6149,17
2206,7863,24
2207,14,24
2208,10247,86
2209,3544,33
2210,5073,64
2211,6149,7
2212,7863,12
2213,14,28
2214,10247,23
2215,3544,35
2216,5073,27
2217,6149,2
2218,7863,52
2219,14,4
2220,10247,31
2221,3544,14
2222,5073,43
2223,6149,31
2224,7863,12
2225,14,75
2226,10247,1
2227,3544,32
2228,5073,40
2229,6149,34
2230,7863,47
2231,14,81
2232,10247,79
2233,3544,71
2234,5073,16
2235,6149,68
2236,7863,68
2237,14,73
2238,10247,42
2239,3544,76
2240,5073,28
2241,6149,55
2242,7863,58
2243,14,13
2244,10247,19
2245,3544,75
2246,5073,29
2247,6149,34
2248,7863,33
2249,14,34
2250,10247,13
2251,3544,7
2252,5073,66
2253,6149,89
2254,7863,57
2255,14,16
2256,10247,87
2257,3544,87
2258,5073,54
2259,6149,26
2260,7863,79
2261,14,4
2262,10247,57
2263,3544,24
2264,5073,7
2265,6149,13
2266,7863,15
2267,14,37
2268,10247,8
2269,3544,10
2270,5073,5
2271,6149,55
2272,7863,37
2273,14,34
2274,10247,83
2275,3544,64
2276,5073,1
2277,6149,14
2278,7863,52
2279,14,27
2280,10247,58
2281,3544,17
2282,5073,88
2283,6149,68
2284,7863,78
2285,14,37
2286,10247,11
2287,3544,17
2288,5073,34
2289,6149,5
2290,7863,32
2291,14,10
2292,10247,5
2293,3544,72
2294,5073,25
2295,6149,94
2296,7863,89
2297,14,90
2298,10247,32
2299,3544,65
2300,5073,91
2301,6149,57
2302,7863,59
2303,14,82
2304,10247,63
2305,3544,53
2306,5073,1
2307,6149,38
2308,7863,27
2309,14,37
2310,10247,69
2311,3544,3
2312,5073,13
2313,6149,91
2314,7863,35
2315,14,65
2316,10247,78
2317,3544,29
2318,5073,70
2319,6149,18
2320,7863,27
2321,14,75
2322,10247,4
2323,3544,14
2324,5073,35
2325,6149,95
2326,7863,93
2327,14,12
2328,10247,14
2329,3544,39
2330,5073,3
2331,6149,50
2332,7863,23
2333,14,38
2334,10247,25
2335,3544,33
2336,5073,96
2337,6149,1
2338,7863,45
2339,14,5
2340,10247,16
2341,3544,27
2342,5073,1
2343,6149,45
2344,7863,37
2345,14,83
2346,10247,5
2347,3544,18
2348,5073,7
2349,6149,26
2350,7863,18
2351,14,3
2352,10247,51
2353,3544,33
2354,5073,95
2355,6149,13
2356,7863,8
2357,14,13
2358,10247,51
2359,3544,43
2360,5073,46
2361,6149,18
2362,7863,9
2363,14,9
2364,10247,27
2365,3544,30
2366,5073,57
2367,6149,27
2368,7863,89
2369,14,2
2370,10247,35
2371,3544,5
2372,5073,91
2373,6149,26
2374,7863,13
2375,14,18
2376,10247,7
2377,3544,5
2378,5073,15
2379,6149,39
2380,7863,71
2381,14,6
2382,10247,6
2383,3544,75
2384,5073,61
2385,6149,22
2386,7863,15
2387,14,11
2388,10247,7
2389,3544,36
2390,5073,60
2391,6149,19
2392,7863,86
2393,14,39
2394,10247,87
2395,3544,34
2396,5073,20
2397,6149,28
2398,7863,79
2399,14,40
2400,10247,67
2401,3544,49
2402,5073,57
2403,6149,25
2404,7863,75
2405,14,21
2406,10247,37
2407,3544,88
2408,5073,22
2409,6149,35
2410,7863,22
2411,14,56
2412,10247,96
2413,3544,23
2414,5073,26
2415,6149,39
2416,7863,22
2417,14,45
2418,10247,53
2419,3544,38
2420,5073,29
2421,6149,97
2422,7863,3
2423,14,3
2424,10247,4
2425,3544,52
2426,5073,65
2427,6149,0
2428,7863,49
2429,14,5
2430,10247,11
2431,3544,37
2432,5073,0
2433,6149,54
2434,7863,18
2435,14,42
2436,10247,3
2437,3544,47
2438,5073,18
2439,6149,61
2440,7863,11
2441,14,84
2442,10247,11
2443,3544,18
2444,5073,75
2445,6149,58
2446,7863,14
2447,14,30
2448,10247,20
2449,3544,14
2450,5073,21
2451,6149,4
2452,7863,8
2453,14,48
2454,10247,40
2455,3544,70
2456,5073,74
2457,6149,2
2458,7863,38
2459,14,11
2460,10247,18
2461,3544,1
2462,5073,6
2463,6149,18
2464,7863,35
2465,14,14
2466,10247,34
2467,3544,90
2468,5073,93
2469,6149,39
2470,7863,72
2471,14,52
2472,10247,47
2473,3544,18
2474,5073,37
2475,6149,5
2476,7863,41
2477,14,53
2478,10247,39
2479,3544,54
2480,5073,85
2481,6149,53
2482,7863,10
2483,14,59
2484,10247,58
2485,3544,39
2486,5073,4
2487,6149,43
2488,7863,31
2489,14,48
2490,10247,14
2491,3544,62
2492,5073,57
2493,6149,78
2494,7863,5
2495,14,9
2496,10247,29
2497,3544,10
2498,5073,51
2499,6149,5
2500,7863,27
2501,14,6
2502,10247,28
2503,3544,28
2504,5073,29
2505,6149,34
2506,7863,40
2507,14,4
2508,10247,2
2509,3544,69
2510,5073,77
2511,6149,44
2512,7863,34
2513,14,71
2514,10247,31
2515,3544,2
2516,5073,11
2517,6149,35
2518,7863,52
2519,14,12
2520,10247,13
2521,3544,26
2522,5073,77
2523,6149,36
2524,7863,51
2525,14,46
2526,10247,21
2527,3544,19
2528,5073,20
2529,6149,30
2530,7863,33
2531,14,67
2532,10247,93
2533,3544,26
2534,5073,40
2535,6149,27
2536,7863,46
2537,14,8
2538,10247,19
2539,3544,9
2540,5073,35
2541,6149,71
2542,7863,2
2543,14,70
2544,10247,19
2545,3544,85
2546,5073,13
2547,6149,90
2548,7863,60
2549,14,4
2550,10247,97
2551,3544,6
2552,5073,30
2553,6149,90
2554,7863,25
2555,14,52
2556,10247,3
2557,3544,5
2558,5073,21
2559,6149,1
2560,7863,60
2561,14,83
2562,10247,34
2563,3544,35
2564,5073,65
2565,6149,80
2566,7863,6
2567,14,23
2568,10247,23
2569,3544,44
2570,5073,58
2571,6149,60
2572,7863,53
2573,14,58
2574,10247,42
2575,3544,38
2576,5073,11
2577,6149,87
2578,7863,9
2579,14,79
2580,10247,34
2581,3544,3
2582,5073,28
2583,6149,10
2584,7863,56
2585,14,48
2586,10247,37
2587,3544,45
2588,5073,36
2589,6149,8
2590,7863,44
2591,14,52
2592,10247,90
2593,3544,23
2594,5073,15
2595,6149,15
2596,7863,57
2597,14,60
2598,10247,34
2599,3544,9
2600,5073,28
2601,6149,41
2602,7863,8
2603,14,7
2604,10247,7
2605,3544,1
2606,5073,76
2607,6149,69
2608,7863,11
2609,14,1
2610,10247,34
2611,3544,9
2612,5073,65
2613,6149,15
2614,7863,8
2615,14,6
2616,10247,27
2617,3544,6
2618,5073,5
2619,6149,58
2620,7863,21
2621,14,29
2622,10247,36
2623,3544,49
2624,5073,22
2625,6149,3
2626,7863,5
2627,14,13
2628,10247,77
2629,3544,22
2630,5073,12
2631,6149,23
2632,7863,15
2633,14,71
2634,10247,4
2635,3544,78
2636,5073,1
2637,6149,34
2638,7863,65
2639,14,5
2640,10247,58
2641,3544,60
2642,5073,75
2643,6149,84
2644,7863,80
2645,14,30
2646,10247,69
2647,3544,14
2648,5073,86
2649,6149,23
2650,7863,74
2651,14,24
2652,10247,40
2653,3544,48
2654,5073,1
2655,6149,95
2656,7863,54
2657,14,8
2658,10247,5
2659,3544,27
2660,5073,10
2661,6149,26
2662,7863,24
2663,14,98
2664,10247,80
2665,3544,55
2666,5073,17
2667,6149,0
2668,7863,6
2669,14,22
2670,10247,19
2671,3544,31
2672,5073,54
2673,6149,69
2674,7863,59
2675,14,16
2676,10247,12
2677,3544,36
2678,5073,5
2679,6149,3
2680,7863,19
2681,14,88
2682,10247,31
2683,3544,33
2684,5073,29
2685,6149,11
2686,7863,9
2687,14,8
2688,10247,91
2689,3544,77
2690,5073,87
2691,6149,44
2692,7863,9
2693,14,48
2694,10247,5
2695,3544,24
2696,5073,34
2697,6149,53
2698,7863,47
2699,14,28
2700,10247,7
2701,3544,52
2702,5073,77
2703,6149,66
2704,7863,4
2705,14,31
2706,10247,90
2707,3544,63
2708,5073,69
2709,6149,46
2710,7863,7
2711,14,61
2712,10247,4
2713,3544,44
2714,5073,43
2715,6149,28
2716,7863,62
2717,14,6
2718,10247,29
2719,3544,15
2720,5073,87
2721,6149,20
2722,7863,27
2723,14,72
2724,10247,59
2725,3544,72
2726,5073,1
2727,6149,58
2728,7863,11
2729,14,94
2730,10247,70
2731,3544,5
2732,5073,40
2733,6149,95
2734,7863,55
2735,14,87
2736,10247,52
2737,3544,19
2738,5073,8
2739,6149,43
2740,7863,29
2741,14,19
2742,10247,75
2743,3544,10
2744,5073,46
2745,6149,29
2746,7863,88
2747,14,85
2748,10247,17
2749,3544,44
2750,5073,10
2751,6149,70
2752,7863,5
2753,14,39
2754,10247,27
2755,3544,20
2756,5073,39
2757,6149,51
2758,7863,10
2759,14,52
2760,10247,23
2761,3544,45
2762,5073,20
2763,6149,41
2764,7863,34
2765,14,56
2766,10247,46
2767,3544,83
2768,5073,77
2769,6149,90
2770,7863,96
2771,14,95
2772,10247,30
2773,3544,42
2774,5073,47
2775,6149,91
2776,7863,12
2777,14,51
2778,10247,56
2779,3544,15
2780,5073,28
2781,6149,53
2782,7863,15
2783,14,3
2784,10247,86
2785,3544,31
2786,5073,11
2787,6149,26
2788,7863,4
2789,14,50
2790,10247,25
2791,3544,25
2792,5073,84
2793,6149,43
2794,7863,62
2795,14,11
2796,10247,7
2797,3544,46
2798,5073,28
2799,6149,31
2800,7863,56
2801,14,62
2802,10247,41
2803,3544,34
2804,5073,73
2805,6149,14
2806,7863,2
2807,14,10
2808,10247,96
2809,3544,2
2810,5073,4
2811,6149,13
2812,7863,19
2813,14,71
2814,10247,29
2815,3544,6
2816,5073,38
2817,6149,40
2818,7863,47
2819,14,41
2820,10247,10
2821,3544,14
2822,5073,23
2823,6149,30
2824,7863,92
2825,14,32
2826,10247,9
2827,3544,29
2828,5073,74
2829,6149,34
2830,7863,6
2831,14,10
2832,10247,7
2833,3544,25
2834,5073,55
2835,6149,81
2836,7863,15
2837,14,82
2838,10247,59
2839,3544,40
2840,5073,68
2841,6149,52
2842,7863,19
2843,14,5
2844,10247,11
2845,3544,63
2846,5073,96
2847,6149,92
2848,7863,21
2849,14,53
2850,10247,12
2851,3544,20
2852,5073,96
2853,6149,18
2854,7863,15
2855,14,18
2856,10247,12
2857,3544,33
2858,5073,35
2859,6149,63
2860,7863,17
2861,14,37
2862,10247,12
2863,3544,7
2864,5073,9
2865,6149,46
2866,7863,4
2867,14,56
2868,10247,29
2869,3544,4
2870,5073,30
2871,6149,5
2872,7863,55
2873,14,19
2874,10247,25
2875,3544,89
2876,5073,3
2877,6149,57
2878,7863,54
2879,14,66
2880,10247,4
2881,3544,10
2882,5073,95
2883,6149,6
2884,7863,17
2885,14,16
2886,10247,6
2887,3544,90
2888,5073,11
2889,6149,15
2890,7863,56
2891,14,14
2892,10247,6
2893,3544,34
2894,5073,6
2895,6149,5
2896,7863,66
2897,14,97
2898,10247,25
2899,3544,11
2900,5073,81
2901,6149,2
2902,7863,2
2903,14,3
2904,10247,24
2905,3544,2
2906,5073,20
2907,6149,6
2908,7863,19
2909,14,75
2910,10247,25
2911,3544,60
2912,5073,56
2913,6149,25
2914,7863,84
2915,14,41
2916,10247,83
2917,3544,81
2918,5073,8
2919,6149,3
2920,7863,24
2921,14,4
2922,10247,33
2923,3544,12
2924,5073,18
2925,6149,60
2926,7863,83
2927,14,29
2928,10247,21
2929,3544,46
2930,5073,3
2931,6149,47
2932,7863,25
2933,14,87
2934,10247,25
2935,3544,17
2936,5073,29
2937,6149,49
2938,7863,3
2939,14,18
2940,10247,17
2941,3544,3
2942,5073,33
2943,6149,84
2944,7863,55
2945,14,16
2946,10247,93
2947,3544,15
2948,5073,12
2949,6149,23
2950,7863,87
2951,14,85
2952,10247,99
2953,3544,51
2954,5073,67
2955,6149,77
2956,7863,94
2957,14,22
2958,10247,13
2959,3544,41
2960,5073,40
2961,6149,89
2962,7863,8
2963,14,36
2964,10247,91
2965,3544,13
2966,5073,6
2967,6149,54
2968,7863,37
2969,14,37
2970,10247,10
2971,3544,34
2972,5073,17
2973,6149,36
2974,7863,14
2975,14,4
2976,10247,53
2977,3544,38
2978,5073,60
2979,6149,6
2980,7863,72
2981,14,15
2982,10247,86
2983,3544,3
2984,5073,40
2985,6149,39
2986,7863,97
2987,14,27
2988,10247,31
2989,3544,81
2990,5073,60
2991,6149,86
2992,7863,16
2993,14,27
2994,10247,5
2995,3544,20
2996,5073,38
2997,6149,1
2998,7863,39
2999,14,18
3000,10247,20
3001,3544,60
3002,5073,63
3003,6149,10
3004,7863,66
3005,14,11
3006,10247,97
3007,3544,56
3008,5073,80
3009,6149,94
3010,7863,48
3011,14,3
3012,10247,29
3013,3544,27
3014,5073,81
3015,6149,59
3016,7863,17
3017,14,12
3018,10247,43
3019,3544,11
3020,5073,1
3021,6149,75
3022,7863,58
3023,14,18
3024,10247,0
3025,3544,50
3026,5073,42
3027,6149,7
3028,7863,98
3029,14,69
3030,10247,98
3031,3544,86
3032,5073,95
3033,6149,4
3034,7863,13
3035,14,12
3036,10247,5
3037,3544,12
3038,5073,89
3039,6149,97
3040,7863,7
3041,14,15
3042,10247,26
3043,3544,9
3044,5073,63
3045,6149,5
3046,7863,37
3047,14,46
3048,10247,9
3049,3544,45
3050,5073,9
3051,6149,49
3052,7863,36
3053,14,14
3054,10247,97
3055,3544,89
3056,5073,20
3057,6149,11
3058,7863,26
3059,14,50
3060,10247,5
3061,3544,97
3062,5073,57
3063,6149,20
3064,7863,41
3065,14,3
3066,10247,45
3067,3544,25
3068,5073,49
3069,6149,30
3070,7863,29
3071,14,11
3072,10247,34
3073,3544,32
3074,5073,2
3075,6149,5
3076,7863,4
3077,14,10
3078,10247,99
3079,3544,53
3080,5073,12
3081,6149,40
3082,7863,3
3083,14,43
3084,10247,20
3085,3544,13
3086,5073,91
3087,6149,47
3088,7863,15
3089,14,16
3090,10247,19
3091,3544,73
3092,5073,52
3093,6149,73
3094,7863,8
3095,14,2
3096,10247,40
3097,3544,83
3098,5073,23
3099,6149,9
3100,7863,96
3101,14,28
3102,10247,41
3103,3544,8
3104,5073,22
3105,6149,79
3106,7863,16
3107,14,48
3108,10247,64
3109,3544,8
3110,5073,68
3111,6149,36
3112,7863,68
3113,14,25
3114,10247,39
3115,3544,30
3116,5073,6
3117,6149,46
3118,7863,56
3119,14,29
3120,10247,93
3121,3544,1
3122,5073,18
3123,6149,54
3124,7863,55
3125,14,48
3126,10247,1
3127,3544,16
3128,5073,75
3129,6149,21
3130,7863,22
3131,14,99
3132,10247,16
3133,3544,25
3134,5073,26
3135,6149,19
3136,7863,2
3137,14,9
3138,10247,33
3139,3544,19
3140,5073,50
3141,6149,53
3142,7863,88
3143,14,44
3144,10247,8
3145,3544,23
3146,5073,15
3147,6149,47
3148,7863,1
3149,14,41
3150,10247,37
3151,3544,40
3152,5073,76
3153,6149,58
3154,7863,13
3155,14,61
3156,10247,53
3157,3544,97
3158,5073,34
3159,6149,96
3160,7863,93
3161,14,12
3162,10247,7
3163,3544,82
3164,5073,38
3165,6149,54
3166,7863,40
3167,14,7
3168,10247,48
3169,3544,49
3170,5073,93
3171,6149,94
3172,7863,55
3173,14,3
3174,10247,9
3175,3544,97
3176,5073,60
3177,6149,83
3178,7863,21
3179,14,45
3180,10247,15
3181,3544,35
3182,5073,85
3183,6149,44
3184,7863,21
3185,14,12
3186,10247,4
3187,3544,31
3188,5073,51
3189,6149,97
3190,7863,63
3191,14,64
3192,10247,22
3193,3544,34
3194,5073,18
3195,6149,74
3196,7863,4
3197,14,55
3198,10247,1
3199,3544,9
3200,5073,42
3201,6149,54
3202,7863,96
3203,14,25
3204,10247,44
3205,3544,7
3206,5073,9
3207,6149,5
3208,7863,29
3209,14,44
3210,10247,12
3211,3544,17
3212,5073,26
3213,6149,60
3214,7863,48
3215,14,44
3216,10247,84
3217,3544,48
3218,5073,16
3219,6149,64
3220,7863,1
3221,14,27
3222,10247,24
3223,3544,53
3224,5073,1
3225,6149,29
3226,7863,76
3227,14,50
3228,10247,48
3229,3544,11
3230,5073,4
3231,6149,85
3232,7863,82
3233,14,6
3234,10247,45
3235,3544,27
3236,5073,58
3237,6149,89
3238,7863,45
3239,14,50
3240,10247,13
3241,3544,12
3242,5073,52
3243,6149,23
3244,7863,9
3245,14,19
3246,10247,79
3247,3544,0
3248,5073,12
3249,6149,2
3250,7863,5
3251,14,10
3252,10247,59
3253,3544,11
3254,5073,25
3255,6149,5
3256,7863,15
3257,14,23
3258,10247,25
3259,3544,16
3260,5073,59
3261,6149,21
3262,7863,60
3263,14,24
3264,10247,70
3265,3544,29
3266,5073,60
3267,6149,24
3268,7863,85
3269,14,80
3270,10247,10
3271,3544,53
3272,5073,9
3273,6149,5
3274,7863,62
3275,14,45
3276,10247,56
3277,3544,67
3278,5073,7
3279,6149,69
3280,7863,43
3281,14,31
3282,10247,4
3283,3544,98
3284,5073,82
3285,6149,52
3286,7863,11
3287,14,14
3288,10247,10
3289,3544,4
3290,5073,32
3291,6149,92
3292,7863,75
3293,14,0
3294,10247,19
3295,3544,14
3296,5073,50
3297,6149,46
3298,7863,46
3299,14,58
3300,10247,97
3301,3544,71
3302,5073,16
3303,6149,29
3304,7863,6
3305,14,76
3306,10247,27
3307,3544,72
3308,5073,16
3309,6149,56
3310,7863,80
3311,14,4
3312,10247,43
3313,3544,44
3314,5073,42
3315,6149,99
3316,7863,14
3317,14,88
3318,10247,79
3319,3544,80
3320,5073,23
3321,6149,41
3322,7863,28
3323,14,27
3324,10247,3
3325,3544,6
3326,5073,48
3327,6149,15
3328,7863,46
3329,14,2
3330,10247,7
3331,3544,15
3332,5073,4
3333,6149,14
3334,7863,9
3335,14,1
3336,10247,80
3337,3544,11
3338,5073,16
3339,6149,11
3340,7863,33
3341,14,68
3342,10247,39
3343,3544,28
3344,5073,23
3345,6149,45
3346,7863,6
3347,14,44
3348,10247,21
3349,3544,29
3350,5073,12
3351,6149,4
3352,7863,48
3353,14,81
3354,10247,29
3355,3544,52
3356,5073,31
3357,6149,4
3358,7863,27
3359,14,34
3360,10247,49
3361,3544,30
3362,5073,68
3363,6149,40
3364,7863,68
3365,14,48
3366,10247,45
3367,3544,43
3368,5073,5
3369,6149,72
3370,7863,10
3371,14,12
3372,10247,65
3373,3544,6
3374,5073,82
3375,6149,84
3376,7863,56
3377,14,6
3378,10247,78
3379,3544,1
3380,5073,21
3381,6149,21
3382,7863,1
3383,14,28
3384,10247,70
3385,3544,12
3386,5073,15
3387,6149,72
3388,7863,13
3389,14,30
3390,10247,27
3391,3544,68
3392,5073,6
3393,6149,74
3394,7863,85
3395,14,14
3396,10247,75
3397,3544,66
3398,5073,94
3399,6149,97
3400,7863,93
3401,14,4
3402,10247,11
3403,3544,22
3404,5073,39
3405,6149,89
3406,7863,29
3407,14,11
3408,10247,30
3409,3544,13
3410,5073,52
3411,6149,11
3412,7863,17
3413,14,89
3414,10247,16
3415,3544,29
3416,5073,26
3417,6149,66
3418,7863,55
3419,14,7
3420,10247,8
3421,3544,7
3422,5073,50
3423,6149,69
3424,7863,0
3425,14,32
3426,10247,44
3427,3544,53
3428,5073,2
3429,6149,43
3430,7863,71
3431,14,28
3432,10247,31
3433,3544,14
3434,5073,66
3435,6149,27
3436,7863,3
3437,14,2
3438,10247,2
3439,3544,31
3440,5073,16
3441,6149,17
3442,7863,92
3443,14,17
3444,10247,89
3445,3544,36
3446,5073,9
3447,6149,17
3448,7863,33
3449,14,24
3450,10247,60
3451,3544,59
3452,5073,35
3453,6149,19
3454,7863,61
3455,14,9
3456,10247,25
3457,3544,4
3458,5073,4
3459,6149,2
3460,7863,79
3461,14,85
3462,10247,4
3463,3544,50
3464,5073,12
3465,6149,34
3466,7863,3
3467,14,31
3468,10247,1
3469,3544,52
3470,5073,7
3471,6149,13
3472,7863,3
3473,14,41
3474,10247,6
3475,3544,20
3476,5073,60
3477,6149,53
3478,7863,30
3479,14,72
3480,10247,8
3481,3544,66
3482,5073,68
3483,6149,35
3484,7863,11
3485,14,1
3486,10247,55
3487,3544,34
3488,5073,10
3489,6149,55
3490,7863,24
3491,14,12
3492,10247,66
3493,3544,85
3494,5073,12
3495,6149,24
3496,7863,33
3497,14,4
3498,10247,78
3499,3544,34
3500,5073,96
3501,6149,43
3502,7863,25
3503,14,9
3504,10247,6
3505,3544,72
3506,5073,28
3507,6149,83
3508,7863,62
3509,14,18
3510,10247,51
3511,3544,27
3512,5073,20
3513,6149,48
3514,7863,17
3515,14,27
3516,10247,41
3517,3544,43
3518,5073,1
3519,6149,83
3520,7863,95
3521,14,3
3522,10247,77
3523,3544,77
3524,5073,5
3525,6149,27
3526,7863,95
3527,14,60
3528,10247,55
3529,3544,37
3530,5073,21
3531,6149,93
3532,7863,14
3533,14,99
3534,10247,30
3535,3544,5
3536,5073,17
3537,6149,33
3538,7863,23
3539,14,38
3540,10247,13
3541,3544,46
3542,5073,11
3543,6149,85
3544,7863,8
3545,14,15
3546,10247,4
3547,3544,51
3548,5073,15
3549,6149,97
3550,7863,3
3551,14,64
3552,10247,26
3553,3544,24
3554,5073,38
3555,6149,72
3556,7863,79
3557,14,2
3558,10247,6
3559,3544,3
3560,5073,23
3561,6149,10
3562,7863,8
3563,14,19
3564,10247,53
3565,3544,85
3566,5073,86
3567,6149,18
3568,7863,81
3569,14,89
3570,10247,26
3571,3544,98
3572,5073,43
3573,6149,69
3574,7863,2
3575,14,2
3576,10247,48
3577,3544,13
3578,5073,81
3579,6149,81
3580,7863,32
3581,14,59
3582,10247,70
3583,3544,14
3584,5073,23
3585,6149,22
3586,7863,33
3587,14,14
3588,10247,36
3589,3544,20
3590,5073,54
3591,6149,22
3592,7863,7
3593,14,52
3594,10247,9
3595,3544,4
3596,5073,41
3597,6149,26
3598,7863,16
3599,14,18
3600,10247,30
3601,3544,13
3602,5073,45
3603,6149,4
3604,7863,69
3605,14,66
3606,10247,94
3607,3544,6
3608,5073,19
3609,6149,23
3610,7863,69
3611,14,31
3612,10247,5
3613,3544,34
3614,5073,3
3615,6149,6
3616,7863,2
3617,14,67
3618,10247,47
3619,3544,37
3620,5073,94
3621,6149,18
3622,7863,15
3623,14,58
3624,10247,33
3625,3544,8
3626,5073,59
3627,6149,30
3628,7863,3
3629,14,40
3630,10247,67
3631,3544,24
3632,5073,16
3633,6149,22
3634,7863,17
3635,14,32
3636,10247,99
3637,3544,97
3638,5073,28
3639,6149,16
3640,7863,27
3641,14,13
3642,10247,1
3643,3544,76
3644,5073,32
3645,6149,90
3646,7863,94
3647,14,38
3648,10247,44
3649,3544,17
3650,5073,40
3651,6149,19
3652,7863,16
3653,14,6
3654,10247,11
3655,3544,6
3656,5073,0
3657,6149,34
3658,7863,2
3659,14,58
3660,10247,13
3661,3544,48
3662,5073,2
3663,6149,30
3664,7863,26
3665,14,60
3666,10247,40
3667,3544,14
3668,5073,80
3669,6149,36
3670,7863,91
3671,14,2
3672,10247,43
3673,3544,52
3674,5073,18
3675,6149,89
3676,7863,12
3677,14,44
3678,10247,23
3679,3544,24
3680,5073,27
3681,6149,16
3682,7863,56
3683,14,9
3684,10247,90
3685,3544,59
3686,5073,4
3687,6149,76
3688,7863,36
3689,14,23
3690,10247,63
3691,3544,42
3692,5073,17
3693,6149,9
3694,7863,18
3695,14,16
