,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
11068,1.63,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,0
11069,2.84,3.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
11070,5.45,4.9,4.9,1.19,28.6,70.2,True,0,1,1,1,0,1
11071,5.66,4.0,3.0,1.0,0.0,100.0,True,1,0,1,0,1,0
11072,8.39,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
11073,3.69,4.7,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
11074,6.93,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,1,1
11075,0.64,5.0,,1.0,0.0,100.0,True,0,0,0,0,0,0
11076,6.56,5.0,4.5,1.0,0.0,50.0,False,0,0,1,1,0,0
11077,5.88,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
11078,16.21,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
11079,17.0,5.0,5.0,1.0,0.0,66.7,True,0,1,0,0,1,1
11080,7.19,5.0,,1.06,25.0,100.0,False,0,1,0,0,0,1
11081,4.79,4.5,4.8,1.0,0.0,61.5,False,0,0,1,0,1,1
11082,2.55,5.0,4.3,1.0,0.0,57.1,False,0,0,1,1,0,0
11083,1.04,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
11084,24.03,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
11085,5.06,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
11086,2.15,5.0,4.0,1.25,100.0,100.0,False,0,0,1,0,1,1
11087,0.41,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
11088,7.54,4.6,4.1,1.16,10.3,44.8,False,0,0,1,1,0,1
11089,3.72,5.0,,1.0,0.0,100.0,False,0,1,1,1,0,1
11090,2.84,4.0,4.2,1.21,28.6,57.1,False,1,0,1,1,0,0
11091,7.65,5.0,5.0,2.25,100.0,0.0,False,0,0,0,0,0,0
11092,5.56,3.3,5.0,1.0,0.0,100.0,True,0,1,0,0,0,1
11093,5.19,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,1,1
11094,6.22,4.5,5.0,1.02,7.7,53.8,True,1,0,1,1,0,1
11095,1.39,4.6,4.7,1.71,28.6,100.0,False,0,0,0,1,0,1
11096,3.16,4.8,4.5,1.02,7.7,69.2,False,1,0,1,0,0,0
11097,4.59,5.0,4.8,1.13,16.7,0.0,False,0,1,0,1,0,1
11098,2.26,4.3,5.0,1.0,0.0,66.7,False,1,0,1,1,0,0
11099,4.18,5.0,5.0,2.0,100.0,0.0,False,1,0,1,0,0,0
11100,11.78,,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11101,3.53,5.0,4.5,1.0,0.0,0.0,True,0,0,1,0,1,1
11102,1.99,5.0,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
11103,3.78,4.9,4.6,1.09,16.7,33.3,True,1,0,0,0,0,1
11104,3.06,5.0,5.0,1.13,16.7,16.7,False,0,0,1,1,0,1
11105,2.44,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
11106,7.33,4.7,4.2,1.05,18.2,63.6,True,1,0,1,1,0,1
11107,2.09,5.0,5.0,1.0,0.0,66.7,True,1,0,0,0,1,0
11108,3.03,5.0,4.7,1.16,12.5,75.0,True,0,1,1,0,0,1
11109,13.16,4.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
11110,9.9,4.3,4.0,1.17,66.7,33.3,False,0,0,1,0,1,0
11111,4.86,5.0,4.6,1.25,20.0,100.0,False,1,0,0,1,0,0
11112,3.29,5.0,4.0,1.0,0.0,100.0,True,0,0,1,0,0,1
11113,3.34,4.8,5.0,1.05,5.3,57.3,True,0,1,0,1,0,1
11114,4.19,4.7,4.2,1.04,5.6,55.6,False,0,1,0,0,0,1
11115,14.57,5.0,5.0,1.25,100.0,100.0,False,1,0,0,0,1,0
11116,2.09,4.5,4.8,1.0,0.0,80.0,False,0,0,1,0,1,1
11117,6.1,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
11118,3.45,5.0,,1.0,0.0,33.3,False,0,0,0,0,0,1
11119,6.3,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
11120,3.59,4.8,4.4,1.01,4.8,76.2,True,0,0,1,1,0,1
11121,2.3,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
11122,2.22,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,1
11123,2.7,4.9,4.0,1.0,0.0,88.2,False,0,0,1,1,0,1
11124,5.7,5.0,5.0,1.03,11.1,55.6,False,0,0,0,0,1,0
11125,8.96,4.7,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
11126,3.0,4.8,4.8,1.04,8.3,70.8,True,1,0,1,0,0,1
11127,2.21,3.5,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
11128,4.56,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,0
11129,6.4,4.9,4.6,1.11,14.3,42.9,False,1,0,1,1,0,0
11130,5.49,5.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
11131,11.76,5.0,,2.5,100.0,100.0,False,1,0,1,0,0,0
11132,2.69,5.0,4.7,1.0,0.0,100.0,False,0,0,1,0,0,0
11133,4.38,4.7,4.6,1.06,12.5,62.5,False,1,0,1,0,0,0
11134,6.83,4.5,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
11135,2.75,3.8,2.0,1.25,25.0,100.0,False,0,0,1,1,0,1
11136,11.1,4.8,3.0,1.0,0.0,80.0,False,0,0,1,1,0,1
11137,3.26,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
11138,6.48,4.9,4.6,1.0,0.0,87.5,True,0,0,0,1,0,0
11139,11.26,4.8,5.0,1.0,0.0,50.0,True,1,0,1,0,1,1
11140,4.13,3.7,4.0,1.17,33.3,100.0,True,0,0,1,1,0,0
11141,17.68,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
11142,4.53,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
11143,3.02,5.0,4.0,1.0,0.0,0.0,True,1,0,0,0,0,0
11144,9.49,5.0,5.0,1.0,0.0,100.0,True,0,1,0,1,0,1
11145,13.71,5.0,5.0,1.0,0.0,100.0,True,0,1,0,0,1,1
11146,1.27,5.0,,3.0,100.0,0.0,False,1,0,1,0,0,0
11147,10.55,4.8,4.3,1.0,0.0,80.0,False,0,0,0,0,1,1
11148,7.14,5.0,4.6,1.0,0.0,100.0,True,0,0,0,0,1,1
11149,4.86,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
11150,3.97,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
11151,4.37,4.6,4.8,1.0,0.0,71.0,False,0,0,1,1,0,1
11152,2.07,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,0,0
11153,1.92,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
11154,3.53,5.0,5.0,1.25,25.0,0.0,True,0,0,1,1,0,0
11155,2.01,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,1
11156,2.48,4.5,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
11157,16.25,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,1
11158,2.03,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
11159,2.45,4.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,1
11160,2.91,4.6,4.7,1.0,0.0,44.4,False,0,0,1,1,0,1
11161,4.39,4.8,4.5,1.0,0.0,66.7,True,0,1,1,0,1,1
11162,10.2,5.0,1.0,1.0,0.0,0.0,True,0,0,1,0,0,0
11163,5.64,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,0,0
11164,1.92,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
11165,3.02,4.9,4.9,1.14,14.3,14.3,False,0,1,1,0,1,1
11166,1.57,4.3,4.0,1.0,0.0,33.3,True,0,0,1,1,0,0
11167,11.28,4.9,4.3,1.0,0.0,66.7,True,0,0,1,0,0,1
11168,7.47,5.0,2.0,1.0,0.0,0.0,False,1,0,0,0,1,0
11169,7.48,4.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
11170,2.17,3.0,4.0,1.0,0.0,0.0,False,1,0,1,0,1,0
11171,2.73,4.6,4.3,1.18,14.3,85.7,False,1,0,1,1,0,0
11172,4.61,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
11173,2.65,4.5,3.6,1.0,0.0,78.6,False,0,0,1,1,0,0
11174,8.58,5.0,4.0,1.25,50.0,50.0,False,1,0,1,0,1,1
11175,23.68,5.0,,1.0,0.0,0.0,False,1,0,1,0,0,0
11176,3.21,5.0,5.0,1.17,33.3,100.0,False,1,0,1,0,1,1
11177,1.18,4.3,4.0,1.0,0.0,66.7,True,0,0,0,0,0,0
11178,5.77,4.6,5.0,1.28,25.0,37.5,False,0,0,1,1,0,0
11179,2.91,5.0,,1.0,0.0,0.0,True,0,1,0,0,1,1
11180,8.99,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
11181,5.74,4.8,4.0,1.08,16.7,72.2,True,1,0,0,1,0,1
11182,6.37,5.0,,1.0,0.0,0.0,True,1,0,1,0,0,0
11183,3.36,4.6,4.3,1.08,10.5,47.4,False,0,0,1,1,0,1
11184,1.68,5.0,5.0,1.0,0.0,50.0,True,1,0,0,0,1,0
11185,3.39,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
11186,5.67,5.0,,1.0,0.0,50.0,False,1,0,1,0,1,1
11187,2.07,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,1
11188,3.33,4.9,4.8,1.03,6.3,50.0,True,0,0,1,1,0,1
11189,2.74,3.5,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
11190,8.03,4.8,4.6,1.0,0.0,100.0,False,1,0,1,1,0,1
11191,1.99,4.5,4.5,1.0,0.0,50.0,False,0,0,1,1,0,0
11192,2.08,4.9,4.8,1.0,0.0,66.7,True,1,0,1,1,0,1
11193,1.15,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
11194,3.15,4.7,4.7,1.0,0.0,0.0,False,0,1,1,1,0,0
11195,2.39,5.0,5.0,1.0,0.0,50.0,False,1,0,0,0,1,0
11196,2.95,5.0,4.7,1.11,25.0,68.8,True,0,1,1,1,0,1
11197,12.6,4.9,4.9,1.0,0.0,73.1,False,1,0,0,1,0,1
11198,17.05,3.3,4.3,1.42,33.3,33.3,False,1,0,0,1,0,0
11199,1.07,5.0,5.0,1.0,0.0,66.7,False,1,0,1,1,0,0
11200,1.88,5.0,4.5,1.0,0.0,25.0,False,1,0,1,0,0,1
11201,2.41,5.0,5.0,1.07,14.3,57.1,False,1,0,1,1,0,1
11202,2.16,3.7,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
11203,5.74,4.9,4.1,1.09,25.0,37.5,False,1,0,1,1,0,1
11204,18.8,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
11205,2.74,4.6,4.8,1.0,0.0,100.0,True,1,0,1,1,0,1
11206,12.81,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,1
11207,2.85,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,1
11208,1.64,4.5,5.0,1.0,0.0,50.0,True,0,0,1,0,1,0
11209,8.93,4.9,3.6,1.22,12.5,50.0,False,0,0,1,1,0,1
11210,1.34,5.0,3.0,2.25,100.0,0.0,False,0,0,0,0,1,1
11211,3.6,4.5,4.3,1.0,0.0,86.7,True,0,0,1,1,0,1
11212,10.58,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11213,11.94,5.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
11214,4.09,4.6,3.0,1.0,0.0,71.4,True,1,0,0,1,0,1
11215,3.69,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
11216,15.13,5.0,5.0,1.5,100.0,100.0,False,0,1,1,0,1,1
11217,9.4,4.7,,1.0,0.0,66.7,False,0,0,1,1,0,1
11218,1.44,4.9,4.0,1.0,0.0,77.8,False,1,0,1,1,0,1
11219,17.36,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
11220,10.9,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
11221,1.76,5.0,,1.75,100.0,0.0,False,0,1,0,0,0,0
11222,15.45,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
11223,0.75,4.5,5.0,2.0,100.0,0.0,False,1,0,0,1,0,0
11224,2.03,5.0,5.0,2.5,66.7,66.7,False,0,0,1,1,0,0
11225,0.93,4.8,4.5,1.0,0.0,0.0,False,1,0,1,1,0,0
11226,13.62,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
11227,2.37,5.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
11228,3.72,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
11229,4.52,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
11230,0.69,5.0,5.0,1.31,50.0,100.0,False,1,0,0,1,0,0
11231,5.65,5.0,4.5,1.0,0.0,100.0,False,0,0,1,1,0,0
11232,4.37,4.8,4.6,1.04,5.6,83.3,False,0,0,1,1,0,1
11233,2.22,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
11234,3.83,4.8,4.1,1.14,13.5,81.1,True,1,0,1,1,0,1
11235,8.25,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
11236,17.17,4.8,4.2,1.0,0.0,33.3,False,0,1,1,0,0,1
11237,9.52,4.5,,1.0,0.0,100.0,True,0,0,0,0,0,0
11238,2.55,4.8,4.8,1.17,16.7,55.6,True,0,0,1,0,0,1
11239,1.32,5.0,4.9,1.4,41.7,75.0,True,0,0,1,1,0,1
11240,2.2,4.9,4.7,1.0,0.0,64.3,False,1,0,0,1,0,0
11241,4.86,4.4,4.6,1.07,14.3,85.7,False,0,0,1,0,1,1
11242,2.78,4.8,5.0,1.3,31.9,68.1,True,0,1,1,1,0,1
11243,10.2,5.0,4.8,1.05,20.0,60.0,True,0,1,1,0,0,1
11244,8.44,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11245,4.9,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
11246,9.07,5.0,,1.0,0.0,100.0,False,0,1,0,0,0,0
11247,2.65,4.4,4.5,1.14,14.3,57.1,False,0,0,1,1,0,1
11248,2.77,5.0,5.0,1.38,50.0,100.0,False,0,0,0,1,0,0
11249,4.23,4.8,,1.19,25.0,100.0,True,1,0,1,0,0,1
11250,14.87,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,1
11251,3.0,5.0,5.0,1.08,33.3,33.3,False,0,1,0,0,0,0
11252,1.8,5.0,5.0,1.06,25.0,50.0,False,0,1,1,0,1,1
11253,3.18,4.9,5.0,1.0,0.0,90.0,False,1,0,0,0,0,0
11254,1.38,5.0,5.0,1.0,0.0,75.0,True,0,0,1,0,1,0
11255,9.12,4.7,5.0,1.0,0.0,100.0,False,0,0,0,0,0,1
11256,3.49,4.9,4.5,1.0,0.0,16.7,False,0,0,1,1,0,1
11257,12.43,5.0,4.5,1.0,0.0,100.0,True,1,0,0,0,1,0
11258,0.76,5.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
11259,5.23,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
11260,1.94,5.0,5.0,1.0,0.0,50.0,False,0,0,1,1,0,0
11261,3.08,4.8,3.6,1.04,6.7,73.3,True,1,0,0,1,0,1
11262,3.72,4.0,,1.25,100.0,0.0,False,0,1,0,0,0,0
11263,1.93,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,1
11264,13.71,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
11265,2.71,4.8,4.2,1.04,5.6,77.8,True,1,0,1,1,0,1
11266,5.11,4.6,3.5,1.1,8.3,50.0,False,0,0,1,1,0,1
11267,2.3,5.0,,1.0,0.0,0.0,True,1,0,0,0,0,0
11268,11.09,5.0,5.0,1.0,0.0,80.0,False,0,1,1,0,1,1
11269,3.09,4.6,4.3,1.0,0.0,72.0,False,0,0,0,1,0,1
11270,2.09,4.9,5.0,1.0,0.0,87.5,False,0,1,0,0,1,1
11271,9.97,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
11272,2.35,4.9,4.8,1.22,12.5,62.5,True,0,0,1,1,0,1
11273,1.31,5.0,3.5,1.0,0.0,0.0,False,0,0,1,1,0,0
11274,8.59,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,1
11275,4.72,4.7,3.4,1.02,1.4,87.1,False,0,0,1,1,0,1
11276,2.28,5.0,4.7,1.0,0.0,63.0,False,1,0,1,1,0,1
11277,11.55,5.0,5.0,1.0,0.0,100.0,True,0,1,0,0,1,0
11278,1.44,4.7,4.2,1.08,9.4,78.1,False,0,1,1,1,0,1
11279,4.61,4.7,4.9,1.22,11.1,44.4,False,1,0,1,1,0,0
11280,1.17,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,1,0
11281,4.06,4.7,4.6,1.02,3.4,51.7,True,0,0,1,0,0,1
11282,7.89,5.0,4.3,1.0,0.0,85.7,True,0,1,1,0,0,1
11283,3.94,5.0,,1.0,0.0,50.0,True,0,1,1,1,0,0
11284,4.02,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
11285,1.83,5.0,3.3,1.25,33.3,0.0,False,0,1,1,1,0,1
11286,14.04,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
11287,4.49,5.0,5.0,1.05,20.0,80.0,False,0,1,1,0,1,1
11288,1.3,4.0,5.0,1.0,0.0,0.0,True,0,0,1,0,0,0
11289,18.73,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
11290,1.25,5.0,5.0,2.17,66.7,33.3,False,0,0,1,0,0,0
11291,2.92,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
11292,3.49,5.0,4.3,1.0,0.0,80.0,True,1,0,1,0,1,1
11293,5.89,5.0,5.0,1.0,0.0,50.0,False,0,0,1,1,0,0
11294,1.31,5.0,5.0,1.0,0.0,50.0,False,1,0,1,0,1,0
11295,1.25,4.6,4.7,1.0,0.0,77.8,True,0,0,1,0,1,1
11296,10.09,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
11297,5.4,5.0,4.5,1.0,0.0,0.0,False,0,0,1,1,0,0
11298,3.49,4.6,3.8,1.0,0.0,53.8,True,0,0,1,1,0,1
11299,1.94,5.0,3.7,1.0,0.0,66.7,False,1,0,0,1,0,0
11300,22.91,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
11301,14.23,5.0,4.6,1.0,0.0,80.0,False,0,0,0,1,0,1
11302,4.83,4.8,4.2,1.06,10.0,70.0,True,0,0,1,1,0,1
11303,1.16,4.0,4.3,1.0,0.0,66.7,False,1,0,1,0,1,0
11304,3.65,4.8,5.0,1.17,16.7,66.7,True,0,1,1,0,1,1
11305,2.78,4.8,4.9,1.02,7.1,64.3,True,1,0,1,1,0,1
11306,1.35,4.6,4.6,1.0,0.0,100.0,False,0,0,0,1,0,1
11307,4.96,4.5,5.0,1.07,6.7,46.7,False,1,0,0,0,0,1
11308,14.72,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11309,2.96,4.9,5.0,1.0,0.0,50.0,True,0,0,1,1,0,1
11310,1.93,4.9,4.2,1.4,53.3,46.7,False,0,1,1,1,0,1
11311,23.74,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
11312,1.75,4.5,4.8,1.0,0.0,34.5,True,0,0,1,0,0,1
11313,1.15,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
11314,3.73,4.3,2.5,1.0,0.0,42.9,False,0,0,0,1,0,1
11315,5.27,5.0,5.0,1.67,33.3,33.3,False,1,0,1,0,1,0
11316,3.5,5.0,5.0,1.0,0.0,25.0,False,1,0,1,0,0,0
11317,1.08,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
11318,3.87,4.8,4.5,1.04,5.6,100.0,False,0,0,1,1,0,1
11319,0.31,,,1.0,0.0,0.0,False,0,1,1,0,1,1
11320,20.03,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
11321,1.38,3.7,5.0,1.0,0.0,33.3,False,0,0,0,0,1,1
11322,3.52,4.8,3.0,1.63,50.0,0.0,False,1,0,0,1,0,0
11323,1.37,4.6,4.6,1.04,7.7,61.5,False,1,0,0,1,0,0
11324,5.97,4.9,4.0,1.0,0.0,57.1,False,0,0,1,1,0,1
11325,1.66,4.0,4.0,1.0,0.0,0.0,False,0,0,0,0,1,0
11326,5.91,5.0,3.5,1.0,0.0,100.0,False,1,0,0,0,1,0
11327,4.23,4.4,4.6,1.07,11.1,66.7,False,0,0,1,1,0,1
11328,3.51,5.0,3.0,1.0,0.0,80.0,False,1,0,1,1,0,0
11329,5.66,4.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
11330,3.85,4.9,4.9,1.02,3.2,74.2,True,0,1,1,0,0,1
11331,1.27,3.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
11332,5.51,5.0,,1.0,0.0,83.3,False,0,0,0,0,0,1
11333,5.85,4.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
11334,9.14,5.0,4.3,1.0,0.0,60.0,True,1,0,1,0,0,0
11335,4.02,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
11336,2.79,4.8,4.7,1.13,20.0,52.0,True,0,1,0,1,0,1
11337,4.24,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,1
11338,3.2,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
11339,2.21,5.0,4.0,1.0,0.0,50.0,False,0,1,0,0,1,1
11340,2.87,4.8,4.3,1.16,21.4,50.0,False,0,0,1,1,0,1
11341,6.11,4.5,5.0,1.23,20.0,60.0,False,0,0,1,0,0,1
11342,2.86,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
11343,3.64,4.6,5.0,1.0,0.0,86.7,False,0,0,0,1,0,1
11344,11.83,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
11345,7.47,5.0,5.0,1.0,0.0,66.7,False,0,1,0,0,1,1
11346,6.49,4.6,5.0,1.12,17.6,47.1,False,0,0,0,1,0,1
11347,2.33,4.6,4.1,1.11,18.0,62.0,True,0,0,1,1,0,1
11348,3.79,5.0,5.0,1.25,50.0,0.0,True,1,0,1,1,0,0
11349,4.52,4.8,4.5,1.19,23.1,46.2,False,1,0,1,1,0,1
11350,9.93,4.4,5.0,1.0,0.0,81.3,False,0,0,1,0,0,1
11351,2.35,4.8,4.7,1.0,0.0,20.0,False,0,0,1,1,0,1
11352,2.76,4.7,3.8,1.08,16.7,100.0,True,0,0,1,1,0,0
11353,3.4,4.6,4.9,1.0,0.0,100.0,True,1,0,1,1,0,1
11354,2.6,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
11355,7.95,5.0,5.0,1.0,0.0,75.0,False,0,0,0,1,0,0
11356,2.99,3.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
11357,17.12,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
11358,2.47,4.6,4.8,1.14,9.5,71.4,True,0,0,1,1,0,1
11359,1.67,5.0,,1.0,0.0,66.7,True,0,1,1,0,0,0
11360,0.86,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
11361,14.99,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
11362,7.34,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,0
11363,30.22,5.0,4.8,1.25,25.0,75.0,True,0,1,0,0,0,1
11364,12.1,5.0,2.0,1.0,0.0,100.0,False,0,1,1,0,0,0
11365,2.46,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
11366,2.28,5.0,4.0,1.0,0.0,20.0,False,0,1,1,1,0,0
11367,1.26,4.9,5.0,1.04,14.3,28.6,True,0,0,1,1,0,1
11368,3.19,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
11369,20.16,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
11370,1.79,4.7,4.8,1.0,0.0,84.0,False,0,0,0,1,0,1
11371,4.4,4.3,5.0,1.0,0.0,100.0,True,1,0,1,1,0,0
11372,4.95,4.8,5.0,1.1,20.0,60.0,True,1,0,0,1,0,1
11373,1.4,5.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
11374,1.66,4.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11375,2.08,5.0,4.8,1.05,20.0,40.0,False,1,0,1,0,1,0
11376,1.2,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,0
11377,5.43,4.8,5.0,1.56,50.0,100.0,False,0,0,1,0,1,1
11378,5.46,4.8,5.0,1.0,0.0,50.0,False,0,1,1,0,0,1
11379,6.47,4.6,5.0,1.0,0.0,40.0,False,1,0,0,0,1,1
11380,3.71,5.0,4.9,1.05,9.1,45.5,False,1,0,0,1,0,0
11381,3.91,3.5,5.0,1.0,0.0,33.3,False,0,0,1,1,0,1
11382,5.45,1.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
11383,3.63,4.9,3.6,1.0,0.0,50.0,False,0,0,1,0,0,0
11384,20.68,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
11385,3.55,5.0,,1.0,0.0,0.0,False,0,1,1,0,1,0
11386,2.04,5.0,,1.0,0.0,100.0,True,0,0,1,1,0,1
11387,6.24,4.9,5.0,1.03,11.1,44.4,True,1,0,0,0,1,1
11388,1.93,5.0,3.8,1.0,0.0,100.0,False,1,0,1,0,1,0
11389,8.39,4.5,4.4,1.02,3.8,76.9,False,0,0,1,1,0,1
11390,22.94,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
11391,1.05,5.0,3.0,1.0,0.0,0.0,False,0,0,0,0,1,1
11392,3.46,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
11393,12.12,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
11394,2.92,4.8,4.8,1.03,5.9,70.6,False,0,0,0,1,0,1
11395,31.09,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
11396,0.55,5.0,3.8,1.0,0.0,100.0,False,0,0,1,1,0,0
11397,1.13,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
11398,10.66,4.5,4.0,1.08,16.7,50.0,True,0,0,1,0,0,1
11399,6.63,5.0,3.0,1.0,0.0,25.0,True,0,0,1,0,1,1
11400,3.91,5.0,4.3,1.0,0.0,50.0,False,0,0,1,1,0,1
11401,10.74,4.8,4.0,1.0,0.0,87.5,True,0,0,1,0,1,1
11402,7.12,4.7,5.0,1.08,16.7,33.3,False,0,0,1,0,0,0
11403,0.61,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
11404,3.4,5.0,5.0,1.0,0.0,25.0,False,1,0,1,1,0,0
11405,5.62,4.2,5.0,1.0,0.0,16.7,False,0,0,0,0,1,1
11406,2.79,4.8,5.0,1.19,25.0,25.0,True,1,0,1,1,0,0
11407,7.55,4.8,4.3,1.21,33.3,66.7,False,0,0,1,1,0,1
11408,3.66,4.9,5.0,1.0,0.0,75.0,True,0,0,1,1,0,1
11409,2.08,4.7,4.3,1.0,0.0,66.7,False,0,1,1,0,1,1
11410,10.23,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
