No.,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,PricePerTSFT,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
1167,RMLS,1585,"1585 Cohansey St, 103",Cohansey,55117,MN,STP - Saint Paul,112000,7/18/2017 0:00,109900,Exclusive Right,109900,121.2121,924,,A2,common,625 - St. Paul,57,9/13/2017 0:00,0,10X9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,None,57,"Attached Garage, Garage Door Opener",924,812,Main,17X12,812,2016,924,103,1981,Residential-Multi-Family,(CC) Manor/Village,0,Wall,"Range, Dishwasher, Refrigerator, Washer, Dryer",,,,"Metal, Vinyl",,Main,10X9,Informal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,13X12,Main,10X10,Main,,,,,2,0,Not Assumable,265,Unknown,0
1168,RMLS,1114,1114 Margaret St,Margaret,55106,MN,STP - Saint Paul,110900,7/14/2017 0:00,109900,Exclusive Right,109900,74.9324,816,Chain Link,D3,40x123,625 - St. Paul,16,8/10/2017 0:00,0,10X10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Three Season Porch","Asphalt Shingles, Age 8 Years or Less",Main,No,,16,Driveway - Gravel,1480,996,Main,10X13,1462,2016,1480,,1922,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Refrigerator",,,,Shakes,,Main,11X11,Separate/Formal Dining Room,Full,1,0,0,0,SF,1,Main Floor Full Bath,10X10,Main,9X10,Main,15X19,Upper,,,3,0,Not Assumable,0,No,466
1169,RMLS,855,855 Otto Ave,Otto,55102,MN,STP - Saint Paul,125000,6/15/2017 0:00,109900,Exclusive Right,109900,129.1322,484,,E2,22x48,625 - St. Paul,10,6/25/2017 0:00,0,9 x 7,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,10,"Detached Garage, Assigned, Garage Door Opener",968,1823,Main,13 x 11,1996,2016,968,,1981,Residential-Single,(TH) Side x Side,0.02,Wall,"Range, Dishwasher, Refrigerator, Washer, Dryer",,,,Fiber Board,,Main,10 x 8,Living/Dining Room,None,1,0,0,0,SF,1,Upper Level Full Bath ,14 x 11,Upper,11 x 9,Upper,,,,,2,0,Not Assumable,125,No,173
1170,RMLS,285,"285 Cliff St, 1",Cliff,55102,MN,STP - Saint Paul,112000,6/15/2017 0:00,109900,Exclusive Right,122900,136.5854,820,,B1,0,625 - St. Paul,137,10/30/2017 0:00,0,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Flat,Main,No,,31,On-Street Parking Only,820,1214,Main,14x13,1214,2017,820,1,1922,Residential-Multi-Family,(CC) Low Rise (3- Levels),0,Window,"Range, Refrigerator, Washer, Dryer",,,,Stucco,,Main,8x6,"Eat In Kitchen, Living/Dining Room",None,1,0,0,0,SF,1,Main Floor Full Bath,13x9,Main,12x10,Main,,,,,2,0,,294,Unknown,0
1171,RMLS,1390,"1390 Carling Dr, 103",Carling,55108,MN,STP - Saint Paul,105000,4/3/2017 0:00,109900,Service Agreement,109900,119.3182,880,,D3,0,625 - St. Paul,21,4/24/2017 0:00,0,11x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,,21,"Underground Garage, Garage Door Opener",880,1401,Main,26x12,1600,2017,880,103,1983,Residential-Multi-Family,(CC) Low Rise (3- Levels),0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,,,Wood,,,,Living/Dining Room,None,2,0,0,0,SF,2,Two Master Baths,13x10,Main,13x10,Main,,,,,2,0,Not Assumable,378,Unknown,0
1172,RMLS,529,529 Farrington St,Farrington,55103,MN,STP - Saint Paul,109900,2/27/2017 0:00,109900,Exclusive Right,109900,97.7758,704,"Chain Link, Full",A3,40x100,625 - St. Paul,16,3/15/2017 0:00,0,14x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Porch","Asphalt Shingles, Pitched",Main,No,None,16,Driveway - Other Surface,1124,858,Main,17x11,858,2016,1124,,1915,Residential-Single,(SF) One 1/2 Stories,0.09,Window,"Range, Refrigerator, Washer, Dryer",,,,Other,,Main,15x11,"Separate/Formal Dining Room, Living/Dining Room","Full, Day/Lookout Windows, Concrete Block",1,0,0,0,SF,1,"Upper Level Full Bath , Basement, Rough In",11x10,Upper,11X10,Upper,10x8,Upper,,,3,0,,0,Yes,925
1173,RMLS,1036,1036 Milton St N,Milton,55103,MN,STP - Saint Paul,116000,11/14/2017 0:00,110000,Exclusive Right,110000,164.539,705,Chain Link,E3,50x105,625 - St. Paul,49,1/2/2018 0:00,0,12x10,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, , , , Three Season Porch",Asphalt Shingles,Main,No,,49,"Detached Garage, Driveway - Gravel",705,1501,Main,13x11,2690,2017,705,,1900,Residential-Single,(SF) One Story,0.12,None,"Range, Dishwasher, Refrigerator, Washer, Dryer",,,,"Metal, Vinyl",,Main,12x11,Living/Dining Room,"Full, Day/Lookout Windows",1,0,0,0,SF,1,Main Floor Full Bath,11x10,Main,,,,,,,1,0,Not Assumable,0,No,1188
1174,RMLS,539,539 Sherburne Ave,Sherburne,55103,MN,STP - Saint Paul,105000,10/2/2017 0:00,110000,Exclusive Right,110000,107.1429,560,"Wood, Chain Link",A4,20x124,625 - St. Paul,21,10/23/2017 0:00,0,13x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,21,Detached Garage,980,572,Main,12x13,630,2017,980,,1894,Residential-Single,(SF) Two Stories,0.057,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Main Level,13x9,Other,Main,,,,Full,1,0,0,0,SF,1,Upper Level Full Bath ,12x14,Upper,13x14,Upper,,,,,2,0,,0,Yes,58
1175,RMLS,397,397 Curtice St E,Curtice,55107,MN,STP - Saint Paul,125000,5/10/2017 0:00,110000,Exclusive Right,110000,108.5069,624,,D2,38x123,625 - St. Paul,5,5/15/2017 0:00,0,12x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,5,"Detached Garage, Driveway - Asphalt",1152,1621,Main,26x11,1934,2016,1152,,1925,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Refrigerator",,,,"Metal, Vinyl",,Main,12x14,Informal Dining Room,Unfinished,1,0,0,0,SF,1,Upper Level Full Bath ,11x11,Upper,11x9,Upper,11x8,Upper,,,3,0,Not Assumable,0,Unknown,313
1176,RMLS,795,795 Lawson Ave E,Lawson,55106,MN,STP - Saint Paul,110000,5/9/2017 0:00,110000,Exclusive Right,100000,190.9722,552,"Wood, Chain Link",D3,40x125,625 - St. Paul,6,5/15/2017 0:00,0,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,,0,Detached Garage,576,1212,Main,12x10,1212,2016,576,,1878,Residential-Single,(SF) One Story,0.11,None,"Range, Cooktop, Microwave, Dryer",,Main Level,,Shakes,,,,Living/Dining Room,"Partial, Crawl Space",1,0,0,0,SF,1,Main Floor Full Bath,13x9,Main,,,,,,,1,0,,0,Unknown,0
1177,RMLS,2041,"2041 N Park, 1",Park,55119,MN,STP - Saint Paul,115000,4/15/2017 0:00,110000,Exclusive Right,110000,111.8677,1028,,A4,0,625 - St. Paul,2,4/17/2017 0:00,0,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,,2,"Attached Garage, Driveway - Asphalt, Unassigned",1028,1270,Main,16x12,1328,2017,1028,1,1987,Residential-Multi-Family,(TH) Side x Side,0.024,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,,,Vinyl,,Main,13x10,Informal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,16x12,Main,12x11,Main,,,,,2,0,Not Assumable,200,Yes,58
1178,RMLS,397,397 Burgess St,Burgess,55117,MN,STP - Saint Paul,112000,3/16/2017 0:00,110000,Exclusive Right,110000,87.3635,700,Wood,A3,35x125,625 - St. Paul,69,5/24/2017 0:00,0,14x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Office","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,None,69,Detached Garage,1282,1634,Main,14x12,1634,2016,1282,,1889,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Cooktop, Refrigerator, Washer, Dryer",,,,Vinyl,,Main,13x12,Eat In Kitchen,Full,2,0,0,0,SF,2,Main Floor Full Bath,7x13,Main,12x12,Upper,6x13,Upper,,,3,0,,0,Unknown,0
1179,RMLS,857,857 Woodbridge St,Woodbridge,55117,MN,STP - Saint Paul,102500,3/9/2017 0:00,110000,Exclusive Right,110000,54.2903,944,"Partial, Other",B3,124x25,625 - St. Paul,13,3/23/2017 0:00,0,11x10.5,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Family Room, Informal Dining Room, Second Kitchen","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,,13,Detached Garage,1888,523,Main,12x12,778,2016,1888,,1888,Residential-Single,(SF) Two Stories,0.07,None,"Range, Refrigerator",,,,Cement Board,,Main,14x11,,"Walkout, Day/Lookout Windows, Concrete Block",2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath ",12x7.5,Main,10x8,Upper,13x9,Upper,,,3,0,,0,No,255
1180,RMLS,1195,1195 Hancock St,Hancock,55106,MN,STP - Saint Paul,104000,3/22/2017 0:00,112000,Exclusive Right,119000,168.8312,352,None,D3,40x228,625 - St. Paul,47,5/8/2017 0:00,0,15x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,None,21,Detached Garage,616,964,Main,15x13,1354,2016,616,,1900,Residential-Single,(SF) One 1/2 Stories,0.22,Window,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer",,Main Level,,Metal,,,,Kitchen/Dining Room,"Concrete Block, Poured Concrete",1,0,0,0,SF,1,Upper Level Full Bath ,12x12,Upper,11x09,Upper,,,,,2,0,Not Assumable,0,Unknown,390
1181,RMLS,1181,"1181 Edgcumbe Rd, 601",Edgcumbe,55105,MN,STP - Saint Paul,100000,3/6/2017 0:00,112500,Exclusive Right,112500,96.1538,1040,None,E1,common,625 - St. Paul,37,4/12/2017 0:00,0,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Flat,,No,,37,"Underground Garage, Driveway - Asphalt",1040,398,,,452,2016,1040,601,1979,Residential-Single,(CC) High Rise (4+ Levels),0,Wall,"Range, Cooktop, Refrigerator, Freezer",,,,Brick/Stone,,,,Informal Dining Room,None,1,1,0,0,SF,2,"Main Floor Full Bath, Main Floor 1/2 Bath",,,,,,,,,2,0,Not Assumable,469,Unknown,54
1182,RMLS,2296,"2296 Benson Ave, F",Benson,55116,MN,STP - Saint Paul,112750,3/14/2017 0:00,112750,Exclusive Right,114900,120.3308,937,,D3,Common,625 - St. Paul,19,4/2/2017 0:00,1,10x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Patio","Pitched, Age Over 8 Years",Main,No,"Below Ground, Outdoor, Heated",1,"Detached Garage, Uncovered/Open, Garage Door Opener",937,1204,Main,14x14,1204,2016,937,F,1986,Residential-Single,(CC) Manor/Village,0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,,,Vinyl,,Main,9x9,Kitchen/Dining Room,None,1,0,0,1,SF,2,"Main Floor Full Bath, Main Floor 3/4 Bath, Private Master, 3/4 Master",14x10,Main,12x10,Main,,,,,2,0,Not Assumable,328,No,0
1183,RMLS,194,194 Stevens St W,Stevens,55107,MN,STP - Saint Paul,113850,9/18/2017 0:00,112900,Exclusive Right,112900,107.4057,688,Chain Link,B1,40x150,625 - St. Paul,22,10/10/2017 0:00,0,15x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Age 8 Years or Less",Main,No,,22,None,1060,1790,Main,20x13,2446,2017,1060,,1900,Residential-Single,(SF) One 1/2 Stories,0,None,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer",,,,Vinyl,,,,"Separate/Formal Dining Room, Eat In Kitchen",Partial,1,0,0,0,SF,1,,12x9,Upper,11x10,Upper,15x9,Main,,,3,0,,0,Yes,742
1184,RMLS,26,"26 10th St W, 1203",10th,55102,MN,STP - Saint Paul,109000,7/6/2017 0:00,112900,Exclusive Right,112900,155.2707,702,,B4,Common,625 - St. Paul,50,8/25/2017 0:00,0,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Tar/Gravel,Main,No,,50,Contract Pkg Required,702,1108,Main,17x11,1162,2016,702,1203,1980,Residential-Single,(CC) High Rise (4+ Levels),0.016,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer",,,,Brick/Stone,,,,Living/Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,15x10,Main,,,,,,,1,0,Not Assumable,449,No,54
1185,RMLS,336,336 Maria Ave,Maria,55106,MN,STP - Saint Paul,114000,6/8/2017 0:00,113000,Exclusive Right,113000,95.9596,780,,C4,40x120,625 - St. Paul,71,8/18/2017 0:00,0,18x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,,71,Detached Garage,1188,959,Main,15x13,1330,2016,1188,,1879,Residential-Single,(SF) One 1/2 Stories,0.11,Window,,,Main Level,08x11,Wood,Main,,,Eat In Kitchen,Partial,1,0,0,1,SF,2,Main Floor 3/4 Bath,08x10,Main,08x10,Main,11x08,Upper,13x17,Upper,4,0,,0,No,370.51
1186,RMLS,26,"26 10th St W, 901",10th,55102,MN,STP - Saint Paul,114500,10/27/2017 0:00,113500,Exclusive Right,113500,141.358,810,None,B4,Common,625 - St. Paul,9,11/16/2017 0:00,0,9x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,9,"Driveway - Asphalt, Contract Pkg Required",810,1145,Main,23x14,1346,2017,810,901,1981,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Exhaust Fan/Hood, Refrigerator",,,,Brick/Stone,,,,Kitchen/Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,21x12,Main,,,,,,,1,0,,510,Unknown,200
1187,RMLS,714,714 Minnehaha Ave W,Minnehaha,55104,MN,STP - Saint Paul,112000,8/19/2017 0:00,114000,Exclusive Right,114000,91.2052,676,"Wood, Full",A3,40x124,625 - St. Paul,2,9/15/2017 0:00,0,9.5x11.5,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , , Porch","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,,2,Detached Garage,976,1324,Main,14x11.5,1382,2017,1228,,1922,Residential-Single,(SF) One 1/2 Stories,0.114,Window,"Range, Refrigerator, Washer, Dryer",,Lower Level,24x10.5,Other,Lower,Main,11x10,"Separate/Formal Dining Room, Living/Dining Room","Full, Partial Finished, Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,10x9,Main,25x12,Upper,,,,,2,252,,0,Yes,58
1188,RMLS,789,789 Maryland Ave E,Maryland,55106,MN,STP - Saint Paul,100000,10/5/2017 0:00,114900,Exclusive Right,124900,66.8896,970,,D2,60x121,625 - St. Paul,41,11/15/2017 0:00,0,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,12,Detached Garage,1495,1640,Main,,2266,2017,1495,,1908,Residential-Single,(SF) One Story,0.167,Central,"Range, Dishwasher, Refrigerator",,,,Stucco,,Main,,Separate/Formal Dining Room,Full,2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath ",,Main,,Upper,,Upper,,,3,0,,0,Unknown,626
1189,RMLS,834,834 Geranium Ave E,Geranium,55106,MN,STP - Saint Paul,130000,10/5/2017 0:00,114900,Exclusive Right,114900,144.7661,669,Chain Link,D2,40x122,625 - St. Paul,3,10/17/2017 0:00,0,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,,3,Detached Garage,669,734,Main,15x11,734,2017,898,,1940,Residential-Single,(SF) One Story,0.11,None,"Range, Refrigerator, Washer, Dryer",,,10x11,Other,Lower,,,Eat In Kitchen,Partial Finished,1,0,0,0,SF,1,Main Floor Full Bath,10.5x9,Main,9.5x9,Main,,,,,2,229,,0,Unknown,0
1190,RMLS,1273,1273 7th St E,7th,55106,MN,STP - Saint Paul,119900,8/31/2017 0:00,114900,Exclusive Right,119900,149.6879,572,,D3,39x90,625 - St. Paul,43,10/13/2017 0:00,0,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,,33,Detached Garage,801,1260,Main,,1318,2017,801,,1914,Residential-Single,(SF) One 1/2 Stories,0.081,None,,,,,Vinyl,,Main,,Living/Dining Room,Full,1,0,0,0,SF,1,Upper Level Full Bath ,,Upper,,Upper,,,,,2,0,,0,Unknown,58
1191,RMLS,2077,"2077 N Park Dr, 2",Park,55119,MN,STP - Saint Paul,116000,8/30/2017 0:00,114900,Exclusive Right,114900,120.8333,960,,A4,Varies,625 - St. Paul,20,9/19/2017 0:00,0,12x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio",,Main,No,,20,"Attached Garage, Garage Door Opener",960,886,Main,17x12,886,2017,960,2,1987,Residential-Multi-Family,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator",,Main Level,,Vinyl,,Main,10x8,Informal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,14x12,Main,11x11,Main,,,,,2,0,,200,No,0
1192,RMLS,1600,"1600 Arundel St, 201",Arundel,55117,MN,STP - Saint Paul,114900,8/22/2017 0:00,114900,Exclusive Right,114900,102.1333,1125,None,A2,Common,625 - St. Paul,16,9/7/2017 0:00,0,9x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,16,Underground Garage,1125,1632,Main,14x15,1632,2017,1125,201,2003,Residential-Multi-Family,(CC) Low Rise (3- Levels),0.025,Central,"Range, Microwave, Dishwasher, Refrigerator",,,,"Metal, Brick/Stone",,,,Living/Dining Room,None,1,0,0,1,SF,2,"Main Floor Full Bath, Main Floor 3/4 Bath",11x11,Main,12x17,Main,,,,,2,0,,345,Unknown,0
1193,RMLS,431,431 Virginia St,Virginia,55103,MN,STP - Saint Paul,109000,7/21/2017 0:00,114900,Exclusive Right,139900,74.7087,439,,A4,50x50,625 - St. Paul,130,11/28/2017 0:00,0,8.5x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Storage Room",Asphalt Shingles,Main,No,,33,Attached Garage,1020,1510,Main,23x13.6,1876,2016,1459,,1898,Residential-Single,(SF) One 1/2 Stories,0.06,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,"Lower Level, Family Room",10x13,Vinyl,Lower,Main,11.6x12,Separate/Formal Dining Room,"Walkout, Full, Egress Windows",2,0,0,0,SF,2,"Upper Level Full Bath , Full Basement",13x11,Upper,12x12,Upper,9x12,Lower,,,3,439,Not Assumable,0,Yes,365.94
1194,RMLS,1700,1700 Minnehaha Ave E,Minnehaha,55106,MN,STP - Saint Paul,80000,7/13/2017 0:00,114900,Exclusive Right,114900,63.2911,576,Wood,E3,4792,625 - St. Paul,15,8/8/2017 0:00,0,15X8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Sun Room","Asphalt Shingles, Age Over 8 Years, Other",Main,No,,15,Detached Garage,688,1182,Main,19X14,1756,2017,1264,,1922,Residential-Single,(SF) One Story,0.11,None,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator",,,,"Wood, Stucco",,,,"Eat In Kitchen, Living/Dining Room",Unfinished,1,0,0,0,SF,1,Main Floor Full Bath,14X13,Main,,,,,,,1,576,,0,Yes,474
1195,RMLS,1812,1812 Lafond Ave Ave,Lafond Ave,55104,MN,STP - Saint Paul,110000,6/20/2017 0:00,114900,Exclusive Right,114900,90.4605,736,"Wood, Chain Link",C3,40 X 125,625 - St. Paul,30,7/20/2017 0:00,0,11 x 12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Den","Asphalt Shingles, Pitched",Main,No,,30,Detached Garage,1216,1970,Main,16 x 15,2412,2017,1216,,1922,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Dishwasher, Washer, Dryer",,"Main Level, Family Room",13 x 15,"Wood, Metal, Vinyl, Brick/Stone, Fiber Board",Main,,,"Eat In Kitchen, Living/Dining Room",Full,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath ",12 x 10,Upper,15 x 15,Upper,,,,,2,0,,0,Unknown,441.72
1196,RMLS,26,"26 10th Street W, 2004",10th Street W,55102,MN,STP - Saint Paul,118000,5/25/2017 0:00,114900,Exclusive Right,114900,142.5121,828,None,B4,common,625 - St. Paul,32,6/26/2017 0:00,0,16x6,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Other",Tar/Gravel,Main,No,,32,Contract Pkg Required,828,1334,Main,25x13,1333.62,2017,828,2004,1981,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Disposal",,,,Brick/Stone,,,,"Informal Dining Room, Living/Dining Room",None,1,0,0,0,SF,1,Main Floor Full Bath,18x11,Main,,,,,,,1,0,,521,No,0
1197,RMLS,380,"380 Ramsey St, 7A",Ramsey,55102,MN,STP - Saint Paul,115000,4/27/2017 0:00,114900,Exclusive Right,114900,159.7222,450,,A1,common,625 - St. Paul,13,5/10/2017 0:00,0,10x7,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Pitched",Main,No,,13,"Driveway - Asphalt, Assigned",450,1184,Main,14x13,1184,2017,720,7A,1965,Residential-Single,(CC) Low Rise (3- Levels),0.2,Wall,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Refrigerator, Washer, Dryer",,,,Stucco,,Main,10x8,"Separate/Formal Dining Room, Living/Dining Room","Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,0,SF,1,,13x11,Lower,,,,,,,1,270,Not Assumable,243,Unknown,0
1198,RMLS,50,50 Hatch Ave,Hatch Ave,55117,MN,STP - Saint Paul,109800,4/20/2017 0:00,114900,Exclusive Right,129900,70.3846,1160,,B3,40x110,625 - St. Paul,55,6/14/2017 0:00,0,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,,No,,3,"Detached Garage, Other",1560,640,,13x13,640,2017,1560,,1924,Residential-Single,(SF) One 1/2 Stories,0.1,None,,,,,Stucco,,,13x12,,Unfinished,1,0,0,0,SF,1,,14x10,,10x10,,11x10,,,,3,0,,0,Unknown,0
1199,RMLS,347,"347 Belvidere St E, B",Belvidere,55107,MN,STP - Saint Paul,114900,4/5/2017 0:00,114900,Exclusive Right,114900,120.9474,950,,C2,Common,625 - St. Paul,31,5/6/2017 0:00,0,6x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck",Asphalt Shingles,Main,No,,31,Attached Garage,950,869,Main,14x14,928,2017,950,B,1985,Residential-Single,(CC) Manor/Village,0,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer",,,,Vinyl,,Main,11x7,Separate/Formal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,12x12,Main,12x12,Main,,,,,2,0,,226,No,58
